,experimentID,uiLogName,variationPercentage,percentageMotifsOverLog,motifLength,windowSize,windowSizeMatch,motifsToBeDiscovered,motifsDiscovered,numberOfOccurrancesToBeDiscovered,OccurancesDiscovered,DiscoveryPercentage,alignmentAccuracy,executionTimeEncoding,executionTimeDiscovery,motifSpots,discoveredSpots,DiscoveryLoops,WindowSizeMatch
548,91.2,LenLog_1_10_1_60_20_5_24000.csv,10,5.0,20,15,,1,1,60,5,8.333333333333332,1.0,7.637973785400391,6.514746904373169,"[23815, 23762, 23735, 23159, 22482, 22263, 21759, 21700, 21595, 21420, 21284, 20478, 19722, 18514, 18246, 18088, 18065, 17968, 17900, 17008, 16538, 16193, 15737, 15326, 14316, 13214, 12814, 12267, 10437, 10409, 10378, 10057, 9583, 9400, 9021, 8737, 8387, 7988, 7946, 7835, 7643, 7536, 7101, 5672, 5422, 4307, 4257, 4007, 3788, 3588, 3452, 3408, 2884, 2111, 1711, 1673, 755, 252, 207, 30]","[4006, 22481, 7642, 754, 20477]",,5.0
549,91.3,LenLog_1_10_1_60_20_5_24000.csv,10,5.0,20,20,,1,1,60,33,55.00000000000001,0.0,7.637973785400391,6.839507579803467,"[23815, 23762, 23735, 23159, 22482, 22263, 21759, 21700, 21595, 21420, 21284, 20478, 19722, 18514, 18246, 18088, 18065, 17968, 17900, 17008, 16538, 16193, 15737, 15326, 14316, 13214, 12814, 12267, 10437, 10409, 10378, 10057, 9583, 9400, 9021, 8737, 8387, 7988, 7946, 7835, 7643, 7536, 7101, 5672, 5422, 4307, 4257, 4007, 3788, 3588, 3452, 3408, 2884, 2111, 1711, 1673, 755, 252, 207, 30]","[3588, 23815, 19722, 10378, 7946, 16538, 7835, 13214, 8737, 4257, 21284, 4007, 10409, 1711, 17968, 23735, 7101, 2111, 8387, 21700, 3788, 207, 3408, 22482, 7643, 15326, 12267, 14316, 755, 23159, 15737, 20478, 21759]",,0.0
550,91.4,LenLog_1_10_1_60_20_5_24000.csv,10,5.0,20,25,,1,1,60,52,86.66666666666667,5.0,7.637973785400391,6.806009769439697,"[23815, 23762, 23735, 23159, 22482, 22263, 21759, 21700, 21595, 21420, 21284, 20478, 19722, 18514, 18246, 18088, 18065, 17968, 17900, 17008, 16538, 16193, 15737, 15326, 14316, 13214, 12814, 12267, 10437, 10409, 10378, 10057, 9583, 9400, 9021, 8737, 8387, 7988, 7946, 7835, 7643, 7536, 7101, 5672, 5422, 4307, 4257, 4007, 3788, 3588, 3452, 3408, 2884, 2111, 1711, 1673, 755, 252, 207, 30]","[3583, 23810, 1668, 19717, 7941, 12809, 18060, 16533, 7830, 13209, 25, 8732, 4252, 21279, 4002, 18083, 10404, 5667, 21415, 5417, 1706, 17963, 23730, 9395, 9016, 7096, 2106, 8382, 21695, 10432, 18241, 3783, 202, 3403, 22477, 23757, 18509, 4302, 21590, 7638, 15321, 12262, 17895, 14311, 9578, 17003, 7531, 750, 23154, 15732, 3447, 21754]",,-5.0
551,91.5,LenLog_1_10_1_60_20_5_24000.csv,10,5.0,20,30,,1,1,60,43,71.66666666666667,2.0,7.637973785400391,6.77736234664917,"[23815, 23762, 23735, 23159, 22482, 22263, 21759, 21700, 21595, 21420, 21284, 20478, 19722, 18514, 18246, 18088, 18065, 17968, 17900, 17008, 16538, 16193, 15737, 15326, 14316, 13214, 12814, 12267, 10437, 10409, 10378, 10057, 9583, 9400, 9021, 8737, 8387, 7988, 7946, 7835, 7643, 7536, 7101, 5672, 5422, 4307, 4257, 4007, 3788, 3588, 3452, 3408, 2884, 2111, 1711, 1673, 755, 252, 207, 30]","[3586, 23813, 1671, 19720, 10376, 7944, 18063, 16536, 7833, 13212, 28, 8735, 4255, 21282, 10407, 5670, 5420, 1709, 17966, 23733, 9398, 9019, 7099, 2109, 8385, 21698, 10435, 18244, 3786, 205, 3406, 22480, 23760, 21593, 7641, 15324, 12265, 17898, 14314, 753, 15735, 3450, 21757]",,-10.0
552,92.0,LenLog_1_10_1_60_25_10_15000.csv,10,10.0,25,5,,1,1,60,31,51.66666666666667,0.0,4.600153207778931,2.6631624698638916,"[14552, 14071, 13976, 13940, 13824, 13737, 13602, 13539, 12673, 12265, 12155, 11733, 11517, 11207, 10961, 10793, 10499, 10136, 9918, 9621, 9295, 9244, 8985, 8954, 8666, 8527, 8488, 8276, 7747, 6888, 6589, 6504, 6396, 6250, 6119, 5940, 5793, 5615, 5494, 5309, 5174, 5096, 3934, 3641, 3593, 3387, 3289, 2984, 2836, 2615, 2539, 1640, 1587, 1490, 1408, 1206, 790, 720, 661, 112]","[12673, 9621, 790, 13976, 10136, 13602, 8488, 13737, 10793, 2984, 1206, 3641, 3387, 9918, 5309, 7747, 11207, 8527, 10961, 11733, 8666, 3934, 13539, 6119, 6888, 6504, 6250, 112, 14071, 8954, 6396]",,20.0
553,92.1,LenLog_1_10_1_60_25_10_15000.csv,10,10.0,25,10,,1,1,60,3,5.0,0.0,4.600153207778931,2.471402168273926,"[14552, 14071, 13976, 13940, 13824, 13737, 13602, 13539, 12673, 12265, 12155, 11733, 11517, 11207, 10961, 10793, 10499, 10136, 9918, 9621, 9295, 9244, 8985, 8954, 8666, 8527, 8488, 8276, 7747, 6888, 6589, 6504, 6396, 6250, 6119, 5940, 5793, 5615, 5494, 5309, 5174, 5096, 3934, 3641, 3593, 3387, 3289, 2984, 2836, 2615, 2539, 1640, 1587, 1490, 1408, 1206, 790, 720, 661, 112]","[8488, 720, 112]",,15.0
554,92.2,LenLog_1_10_1_60_25_10_15000.csv,10,10.0,25,15,,1,1,60,5,8.333333333333332,0.0,4.600153207778931,2.7340385913848877,"[14552, 14071, 13976, 13940, 13824, 13737, 13602, 13539, 12673, 12265, 12155, 11733, 11517, 11207, 10961, 10793, 10499, 10136, 9918, 9621, 9295, 9244, 8985, 8954, 8666, 8527, 8488, 8276, 7747, 6888, 6589, 6504, 6396, 6250, 6119, 5940, 5793, 5615, 5494, 5309, 5174, 5096, 3934, 3641, 3593, 3387, 3289, 2984, 2836, 2615, 2539, 1640, 1587, 1490, 1408, 1206, 790, 720, 661, 112]","[8488, 8527, 10961, 112, 8954]",,10.0
555,92.3,LenLog_1_10_1_60_25_10_15000.csv,10,10.0,25,20,,1,1,60,38,63.33333333333333,0.0,4.600153207778931,2.7613284587860107,"[14552, 14071, 13976, 13940, 13824, 13737, 13602, 13539, 12673, 12265, 12155, 11733, 11517, 11207, 10961, 10793, 10499, 10136, 9918, 9621, 9295, 9244, 8985, 8954, 8666, 8527, 8488, 8276, 7747, 6888, 6589, 6504, 6396, 6250, 6119, 5940, 5793, 5615, 5494, 5309, 5174, 5096, 3934, 3641, 3593, 3387, 3289, 2984, 2836, 2615, 2539, 1640, 1587, 1490, 1408, 1206, 790, 720, 661, 112]","[1408, 10499, 3593, 9621, 790, 13976, 8985, 9244, 5793, 13602, 8488, 10793, 2984, 2615, 1206, 3641, 6589, 9918, 5309, 7747, 8527, 10961, 720, 8276, 8666, 3934, 13539, 12265, 6504, 6250, 5096, 2539, 1640, 112, 5494, 14071, 8954, 12155]",,5.0
556,92.4,LenLog_1_10_1_60_25_10_15000.csv,10,10.0,25,25,,1,1,60,59,98.33333333333333,0.0,4.600153207778931,2.9344401359558105,"[14552, 14071, 13976, 13940, 13824, 13737, 13602, 13539, 12673, 12265, 12155, 11733, 11517, 11207, 10961, 10793, 10499, 10136, 9918, 9621, 9295, 9244, 8985, 8954, 8666, 8527, 8488, 8276, 7747, 6888, 6589, 6504, 6396, 6250, 6119, 5940, 5793, 5615, 5494, 5309, 5174, 5096, 3934, 3641, 3593, 3387, 3289, 2984, 2836, 2615, 2539, 1640, 1587, 1490, 1408, 1206, 790, 720, 661, 112]","[13824, 12673, 1408, 10499, 3593, 2836, 9621, 790, 661, 13976, 10136, 8985, 9244, 5793, 13602, 8488, 13737, 10793, 2984, 1587, 5940, 5174, 2615, 1206, 3641, 3387, 6589, 9918, 5309, 7747, 11207, 9295, 8527, 10961, 1490, 720, 8276, 11733, 14552, 3289, 8666, 3934, 13539, 6119, 6888, 12265, 6504, 6250, 5096, 2539, 1640, 112, 13940, 5494, 14071, 8954, 12155, 6396, 11517]",,0.0
557,92.5,LenLog_1_10_1_60_25_10_15000.csv,10,10.0,25,30,,1,1,60,23,38.333333333333336,1.565217391304348,4.600153207778931,2.6164307594299316,"[14552, 14071, 13976, 13940, 13824, 13737, 13602, 13539, 12673, 12265, 12155, 11733, 11517, 11207, 10961, 10793, 10499, 10136, 9918, 9621, 9295, 9244, 8985, 8954, 8666, 8527, 8488, 8276, 7747, 6888, 6589, 6504, 6396, 6250, 6119, 5940, 5793, 5615, 5494, 5309, 5174, 5096, 3934, 3641, 3593, 3387, 3289, 2984, 2836, 2615, 2539, 1640, 1587, 1490, 1408, 1206, 790, 720, 661, 112]","[12672, 9620, 660, 13972, 10134, 9243, 5792, 8484, 2983, 6588, 9917, 5308, 8526, 1489, 719, 3288, 3933, 13538, 6884, 6246, 5614, 14070, 8953]",,-5.0
558,93.0,LenLog_1_10_1_60_25_1_150000.csv,10,1.0,25,5,,1,1,60,32,53.333333333333336,0.0,45.6198513507843,256.39574360847473,"[144344, 141494, 140280, 139838, 138227, 137490, 134871, 126101, 125687, 124599, 123525, 122636, 118149, 109252, 109090, 108864, 108608, 104147, 103544, 103278, 99850, 99422, 97166, 94753, 94401, 93252, 92955, 91620, 89169, 88011, 85172, 84106, 83772, 83352, 83293, 74722, 72651, 66730, 65238, 64470, 62100, 54310, 53859, 53578, 50782, 39627, 39458, 34801, 32472, 31794, 28819, 21654, 18204, 15366, 12093, 10208, 8178, 7372, 1768, 192]","[123525, 118149, 15366, 99850, 122636, 97166, 62100, 92955, 18204, 94753, 109090, 39458, 54310, 141494, 124599, 12093, 192, 53578, 72651, 39627, 65238, 134871, 144344, 64470, 83293, 10208, 53859, 1768, 103278, 34801, 8178, 103544]",,20.0
559,93.1,LenLog_1_10_1_60_25_1_150000.csv,10,1.0,25,10,,1,1,60,35,58.333333333333336,0.0,45.6198513507843,257.23308086395264,"[144344, 141494, 140280, 139838, 138227, 137490, 134871, 126101, 125687, 124599, 123525, 122636, 118149, 109252, 109090, 108864, 108608, 104147, 103544, 103278, 99850, 99422, 97166, 94753, 94401, 93252, 92955, 91620, 89169, 88011, 85172, 84106, 83772, 83352, 83293, 74722, 72651, 66730, 65238, 64470, 62100, 54310, 53859, 53578, 50782, 39627, 39458, 34801, 32472, 31794, 28819, 21654, 18204, 15366, 12093, 10208, 8178, 7372, 1768, 192]","[118149, 84106, 97166, 21654, 92955, 94753, 54310, 31794, 85172, 141494, 124599, 139838, 108864, 108608, 192, 109252, 93252, 53578, 88011, 72651, 39627, 7372, 89169, 104147, 134871, 144344, 64470, 53859, 1768, 103278, 34801, 8178, 138227, 140280, 103544]",,15.0
560,93.2,LenLog_1_10_1_60_25_1_150000.csv,10,1.0,25,15,,1,1,60,21,35.0,0.0,45.6198513507843,258.20001101493835,"[144344, 141494, 140280, 139838, 138227, 137490, 134871, 126101, 125687, 124599, 123525, 122636, 118149, 109252, 109090, 108864, 108608, 104147, 103544, 103278, 99850, 99422, 97166, 94753, 94401, 93252, 92955, 91620, 89169, 88011, 85172, 84106, 83772, 83352, 83293, 74722, 72651, 66730, 65238, 64470, 62100, 54310, 53859, 53578, 50782, 39627, 39458, 34801, 32472, 31794, 28819, 21654, 18204, 15366, 12093, 10208, 8178, 7372, 1768, 192]","[118149, 54310, 85172, 124599, 139838, 108864, 108608, 192, 109252, 93252, 88011, 72651, 7372, 89169, 134871, 144344, 64470, 1768, 138227, 140280, 103544]",,10.0
561,93.3,LenLog_1_10_1_60_25_1_150000.csv,10,1.0,25,20,,1,1,60,18,30.0,0.0,45.6198513507843,257.5609586238861,"[144344, 141494, 140280, 139838, 138227, 137490, 134871, 126101, 125687, 124599, 123525, 122636, 118149, 109252, 109090, 108864, 108608, 104147, 103544, 103278, 99850, 99422, 97166, 94753, 94401, 93252, 92955, 91620, 89169, 88011, 85172, 84106, 83772, 83352, 83293, 74722, 72651, 66730, 65238, 64470, 62100, 54310, 53859, 53578, 50782, 39627, 39458, 34801, 32472, 31794, 28819, 21654, 18204, 15366, 12093, 10208, 8178, 7372, 1768, 192]","[54310, 85172, 124599, 108864, 108608, 192, 109252, 93252, 88011, 72651, 7372, 89169, 64470, 10208, 34801, 138227, 140280, 103544]",,5.0
562,93.4,LenLog_1_10_1_60_25_1_150000.csv,10,1.0,25,25,,1,1,60,60,100.0,0.13333333333333333,45.6198513507843,257.5771200656891,"[144344, 141494, 140280, 139838, 138227, 137490, 134871, 126101, 125687, 124599, 123525, 122636, 118149, 109252, 109090, 108864, 108608, 104147, 103544, 103278, 99850, 99422, 97166, 94753, 94401, 93252, 92955, 91620, 89169, 88011, 85172, 84106, 83772, 83352, 83293, 74722, 72651, 66730, 65238, 64470, 62100, 54310, 53859, 53578, 50782, 39627, 39458, 34801, 32472, 31794, 28819, 21654, 18204, 15366, 12093, 10208, 8178, 7372, 1768, 192]","[123525, 118150, 15366, 99850, 84110, 122636, 97167, 137490, 28821, 62100, 126101, 21654, 83352, 92955, 18204, 94753, 109090, 39458, 54310, 66730, 31794, 85172, 141494, 124599, 83772, 12093, 139838, 108864, 108608, 94401, 192, 109252, 93252, 53578, 88011, 72651, 39627, 7372, 89169, 104147, 65238, 134871, 144344, 64470, 32472, 83293, 99422, 50782, 10208, 74722, 53859, 91620, 1768, 103278, 34801, 8178, 138227, 125687, 140280, 103544]",,0.0
563,93.5,LenLog_1_10_1_60_25_1_150000.csv,10,1.0,25,30,,1,1,60,54,90.0,1.0185185185185186,45.6198513507843,257.27493381500244,"[144344, 141494, 140280, 139838, 138227, 137490, 134871, 126101, 125687, 124599, 123525, 122636, 118149, 109252, 109090, 108864, 108608, 104147, 103544, 103278, 99850, 99422, 97166, 94753, 94401, 93252, 92955, 91620, 89169, 88011, 85172, 84106, 83772, 83352, 83293, 74722, 72651, 66730, 65238, 64470, 62100, 54310, 53859, 53578, 50782, 39627, 39458, 34801, 32472, 31794, 28819, 21654, 18204, 15366, 12093, 10208, 8178, 7372, 1768, 192]","[123524, 15365, 99849, 84107, 97166, 137489, 28818, 62099, 83351, 92954, 94752, 109089, 39457, 54307, 66729, 31793, 85171, 141493, 124598, 83771, 12092, 139837, 108863, 108607, 94400, 191, 109251, 93251, 53577, 88010, 72650, 39626, 7371, 89168, 104146, 65237, 134870, 144343, 64469, 32471, 83292, 99421, 50781, 10207, 74721, 53858, 1767, 103277, 34800, 8177, 138226, 125686, 140279, 103543]",,-5.0
564,94.0,LenLog_1_10_1_60_25_2-5_60000.csv,10,2.5,25,5,,1,1,60,0,0.0,,18.075096368789673,40.85109519958496,"[58153, 55938, 54840, 52436, 52328, 51721, 50736, 50539, 47919, 47135, 46729, 46483, 43085, 42420, 41539, 39594, 39080, 38243, 37525, 36925, 36808, 36030, 35811, 33771, 33542, 33196, 31894, 31371, 30647, 25955, 24617, 24058, 23795, 23629, 23036, 22652, 22324, 20314, 19486, 18789, 18636, 18231, 17882, 16813, 16672, 16585, 15603, 15284, 14967, 13069, 12841, 11698, 11044, 10058, 9402, 8323, 4975, 4720, 4159, 2687]",[],,20.0
565,94.1,LenLog_1_10_1_60_25_2-5_60000.csv,10,2.5,25,10,,1,1,60,31,51.66666666666667,3.0,18.075096368789673,41.24977135658264,"[58153, 55938, 54840, 52436, 52328, 51721, 50736, 50539, 47919, 47135, 46729, 46483, 43085, 42420, 41539, 39594, 39080, 38243, 37525, 36925, 36808, 36030, 35811, 33771, 33542, 33196, 31894, 31371, 30647, 25955, 24617, 24058, 23795, 23629, 23036, 22652, 22324, 20314, 19486, 18789, 18636, 18231, 17882, 16813, 16672, 16585, 15603, 15284, 14967, 13069, 12841, 11698, 11044, 10058, 9402, 8323, 4975, 4720, 4159, 2687]","[33545, 51724, 31374, 37528, 31897, 19489, 47138, 11047, 39083, 58156, 39597, 16816, 12844, 47922, 42423, 15287, 18234, 36928, 36033, 41542, 18639, 43088, 52439, 20317, 38246, 4978, 23798, 15606, 14970, 23039, 2690]",,15.0
566,94.2,LenLog_1_10_1_60_25_2-5_60000.csv,10,2.5,25,15,,1,1,60,30,50.0,3.0,18.075096368789673,41.05311918258667,"[58153, 55938, 54840, 52436, 52328, 51721, 50736, 50539, 47919, 47135, 46729, 46483, 43085, 42420, 41539, 39594, 39080, 38243, 37525, 36925, 36808, 36030, 35811, 33771, 33542, 33196, 31894, 31371, 30647, 25955, 24617, 24058, 23795, 23629, 23036, 22652, 22324, 20314, 19486, 18789, 18636, 18231, 17882, 16813, 16672, 16585, 15603, 15284, 14967, 13069, 12841, 11698, 11044, 10058, 9402, 8323, 4975, 4720, 4159, 2687]","[51724, 31374, 37528, 31897, 19489, 47138, 11047, 58156, 39597, 16816, 12844, 47922, 22327, 15287, 30650, 18234, 9405, 41542, 36811, 18639, 43088, 23632, 52439, 20317, 17885, 50542, 33774, 4723, 23798, 2690]",,10.0
567,94.3,LenLog_1_10_1_60_25_2-5_60000.csv,10,2.5,25,20,,1,1,60,35,58.333333333333336,1.0,18.075096368789673,41.47900676727295,"[58153, 55938, 54840, 52436, 52328, 51721, 50736, 50539, 47919, 47135, 46729, 46483, 43085, 42420, 41539, 39594, 39080, 38243, 37525, 36925, 36808, 36030, 35811, 33771, 33542, 33196, 31894, 31371, 30647, 25955, 24617, 24058, 23795, 23629, 23036, 22652, 22324, 20314, 19486, 18789, 18636, 18231, 17882, 16813, 16672, 16585, 15603, 15284, 14967, 13069, 12841, 11698, 11044, 10058, 9402, 8323, 4975, 4720, 4159, 2687]","[33543, 51722, 31372, 13070, 31895, 19487, 47136, 11045, 58154, 39595, 16814, 12842, 47920, 50737, 22325, 15285, 30648, 18232, 9403, 36926, 4160, 41540, 36809, 18637, 43086, 23630, 20315, 17883, 25956, 52329, 50540, 33772, 4976, 23037, 2688]",,5.0
568,94.4,LenLog_1_10_1_60_25_2-5_60000.csv,10,2.5,25,25,,1,1,60,60,100.0,0.7333333333333333,18.075096368789673,41.482131242752075,"[58153, 55938, 54840, 52436, 52328, 51721, 50736, 50539, 47919, 47135, 46729, 46483, 43085, 42420, 41539, 39594, 39080, 38243, 37525, 36925, 36808, 36030, 35811, 33771, 33542, 33196, 31894, 31371, 30647, 25955, 24617, 24058, 23795, 23629, 23036, 22652, 22324, 20314, 19486, 18789, 18636, 18231, 17882, 16813, 16672, 16585, 15603, 15284, 14967, 13069, 12841, 11698, 11044, 10058, 9402, 8323, 4975, 4720, 4159, 2687]","[55938, 8323, 33542, 51721, 46734, 31371, 13069, 46489, 37529, 31894, 19486, 47135, 16672, 11044, 39084, 58153, 39594, 24617, 33206, 16813, 12841, 47919, 50736, 22654, 11703, 42420, 22324, 15284, 30647, 54840, 18231, 9402, 36925, 36036, 4159, 41539, 36808, 16585, 10060, 18636, 43085, 23629, 52436, 20314, 17882, 38243, 35811, 25955, 18789, 52328, 50539, 33771, 4975, 4720, 23795, 15603, 14967, 24058, 23036, 2687]",,0.0
569,94.5,LenLog_1_10_1_60_25_2-5_60000.csv,10,2.5,25,30,,1,1,60,58,96.66666666666667,1.793103448275862,18.075096368789673,41.397581338882446,"[58153, 55938, 54840, 52436, 52328, 51721, 50736, 50539, 47919, 47135, 46729, 46483, 43085, 42420, 41539, 39594, 39080, 38243, 37525, 36925, 36808, 36030, 35811, 33771, 33542, 33196, 31894, 31371, 30647, 25955, 24617, 24058, 23795, 23629, 23036, 22652, 22324, 20314, 19486, 18789, 18636, 18231, 17882, 16813, 16672, 16585, 15603, 15284, 14967, 13069, 12841, 11698, 11044, 10058, 9402, 8323, 4975, 4720, 4159, 2687]","[55937, 8321, 33540, 51721, 46731, 31374, 13067, 46489, 37524, 31895, 19485, 47134, 16671, 11041, 39079, 58150, 39592, 24616, 33201, 16812, 12841, 47919, 50733, 22648, 11700, 42424, 22324, 15280, 30651, 54842, 18230, 9401, 36924, 36031, 4155, 41539, 36806, 16590, 18636, 43085, 23628, 52435, 20310, 17880, 35810, 25952, 18787, 52328, 50536, 33771, 4973, 4716, 23794, 15602, 14966, 24057, 23036, 2687]",,-5.0
570,95.0,LenLog_1_10_1_60_25_5_30000.csv,10,5.0,25,5,,1,1,60,0,0.0,,9.006362915039062,10.126453876495361,"[29828, 29742, 29575, 28698, 26565, 25887, 25714, 25029, 24972, 23994, 23804, 23693, 22220, 21776, 21613, 21345, 20773, 20126, 19875, 19619, 19429, 19181, 18150, 17568, 17251, 16728, 16341, 14837, 14476, 12837, 12544, 12052, 9952, 9678, 9561, 9053, 8153, 7945, 7088, 6599, 6422, 6291, 5772, 5549, 5330, 5286, 4826, 4538, 4391, 4172, 3612, 3190, 3136, 2807, 2450, 2265, 1720, 1172, 934, 906]",[],,20.0
571,95.1,LenLog_1_10_1_60_25_5_30000.csv,10,5.0,25,10,,1,1,60,0,0.0,,9.006362915039062,10.179837465286255,"[29828, 29742, 29575, 28698, 26565, 25887, 25714, 25029, 24972, 23994, 23804, 23693, 22220, 21776, 21613, 21345, 20773, 20126, 19875, 19619, 19429, 19181, 18150, 17568, 17251, 16728, 16341, 14837, 14476, 12837, 12544, 12052, 9952, 9678, 9561, 9053, 8153, 7945, 7088, 6599, 6422, 6291, 5772, 5549, 5330, 5286, 4826, 4538, 4391, 4172, 3612, 3190, 3136, 2807, 2450, 2265, 1720, 1172, 934, 906]",[],,15.0
572,95.2,LenLog_1_10_1_60_25_5_30000.csv,10,5.0,25,15,,1,1,60,6,10.0,1.0,9.006362915039062,10.202855110168457,"[29828, 29742, 29575, 28698, 26565, 25887, 25714, 25029, 24972, 23994, 23804, 23693, 22220, 21776, 21613, 21345, 20773, 20126, 19875, 19619, 19429, 19181, 18150, 17568, 17251, 16728, 16341, 14837, 14476, 12837, 12544, 12052, 9952, 9678, 9561, 9053, 8153, 7945, 7088, 6599, 6422, 6291, 5772, 5549, 5330, 5286, 4826, 4538, 4391, 4172, 3612, 3190, 3136, 2807, 2450, 2265, 1720, 1172, 934, 906]","[14477, 1173, 20774, 9562, 9054, 21614]",,10.0
573,95.3,LenLog_1_10_1_60_25_5_30000.csv,10,5.0,25,20,,1,1,60,28,46.666666666666664,0.0,9.006362915039062,10.340070486068726,"[29828, 29742, 29575, 28698, 26565, 25887, 25714, 25029, 24972, 23994, 23804, 23693, 22220, 21776, 21613, 21345, 20773, 20126, 19875, 19619, 19429, 19181, 18150, 17568, 17251, 16728, 16341, 14837, 14476, 12837, 12544, 12052, 9952, 9678, 9561, 9053, 8153, 7945, 7088, 6599, 6422, 6291, 5772, 5549, 5330, 5286, 4826, 4538, 4391, 4172, 3612, 3190, 3136, 2807, 2450, 2265, 1720, 1172, 934, 906]","[29828, 7945, 906, 24972, 23693, 21776, 6422, 28698, 3612, 25887, 17568, 19875, 7088, 4538, 3136, 25029, 6599, 4172, 9678, 5330, 8153, 2265, 9053, 17251, 19181, 25714, 3190, 23804]",,5.0
574,95.4,LenLog_1_10_1_60_25_5_30000.csv,10,5.0,25,25,,1,1,60,31,51.66666666666667,0.0,9.006362915039062,10.366586446762085,"[29828, 29742, 29575, 28698, 26565, 25887, 25714, 25029, 24972, 23994, 23804, 23693, 22220, 21776, 21613, 21345, 20773, 20126, 19875, 19619, 19429, 19181, 18150, 17568, 17251, 16728, 16341, 14837, 14476, 12837, 12544, 12052, 9952, 9678, 9561, 9053, 8153, 7945, 7088, 6599, 6422, 6291, 5772, 5549, 5330, 5286, 4826, 4538, 4391, 4172, 3612, 3190, 3136, 2807, 2450, 2265, 1720, 1172, 934, 906]","[12544, 29828, 7945, 906, 24972, 23693, 21776, 6291, 6422, 28698, 3612, 17568, 19875, 12837, 4391, 7088, 4538, 3136, 25029, 22220, 4172, 9678, 5330, 8153, 2265, 17251, 19181, 25714, 14837, 3190, 23804]",,0.0
575,95.5,LenLog_1_10_1_60_25_5_30000.csv,10,5.0,25,30,,1,1,60,46,76.66666666666667,5.0,9.006362915039062,10.433162450790405,"[29828, 29742, 29575, 28698, 26565, 25887, 25714, 25029, 24972, 23994, 23804, 23693, 22220, 21776, 21613, 21345, 20773, 20126, 19875, 19619, 19429, 19181, 18150, 17568, 17251, 16728, 16341, 14837, 14476, 12837, 12544, 12052, 9952, 9678, 9561, 9053, 8153, 7945, 7088, 6599, 6422, 6291, 5772, 5549, 5330, 5286, 4826, 4538, 4391, 4172, 3612, 3190, 3136, 2807, 2450, 2265, 1720, 1172, 934, 906]","[12539, 29823, 7940, 901, 24967, 23688, 14471, 5767, 21771, 6286, 12047, 1167, 6417, 28693, 3607, 20121, 25882, 17563, 19870, 19614, 20768, 12832, 4386, 29737, 7083, 23989, 4533, 3131, 25024, 22215, 4167, 9673, 5325, 16336, 16723, 8148, 2260, 9048, 21340, 19424, 18145, 19176, 25709, 14832, 3185, 23799]",,-5.0
576,96.0,LenLog_1_10_1_60_5_10_3000.csv,10,10.0,5,5,,1,1,60,60,100.0,0.0,0.9991018772125244,0.3427388668060303,"[2992, 2982, 2853, 2802, 2752, 2695, 2654, 2587, 2556, 2378, 2304, 2277, 2259, 2237, 2217, 2167, 2075, 2064, 1977, 1805, 1727, 1718, 1691, 1571, 1546, 1453, 1410, 1339, 1244, 1126, 1119, 989, 900, 876, 861, 843, 837, 807, 753, 729, 711, 687, 681, 650, 639, 597, 528, 430, 400, 383, 264, 211, 172, 141, 100, 86, 79, 46, 24, 0]","[2304, 0, 1410, 900, 2695, 383, 264, 1546, 650, 1805, 141, 2064, 528, 400, 24, 2075, 2587, 1691, 1571, 2853, 2982, 807, 2217, 681, 172, 1453, 430, 687, 2992, 46, 1718, 1977, 1339, 2237, 1727, 2752, 837, 711, 2378, 843, 79, 2259, 211, 597, 86, 729, 1244, 989, 2654, 1119, 861, 100, 2277, 1126, 876, 753, 2802, 2167, 2556, 639]",,0.0
577,96.1,LenLog_1_10_1_60_5_10_3000.csv,10,10.0,5,10,,1,1,60,5,8.333333333333332,0.0,0.9991018772125244,0.07739567756652832,"[2992, 2982, 2853, 2802, 2752, 2695, 2654, 2587, 2556, 2378, 2304, 2277, 2259, 2237, 2217, 2167, 2075, 2064, 1977, 1805, 1727, 1718, 1691, 1571, 1546, 1453, 1410, 1339, 1244, 1126, 1119, 989, 900, 876, 861, 843, 837, 807, 753, 729, 711, 687, 681, 650, 639, 597, 528, 430, 400, 383, 264, 211, 172, 141, 100, 86, 79, 46, 24, 0]","[2695, 1571, 2217, 1727, 837]",,-5.0
578,96.2,LenLog_1_10_1_60_5_10_3000.csv,10,10.0,5,15,,1,1,60,4,6.666666666666667,2.5,0.9991018772125244,0.08795475959777832,"[2992, 2982, 2853, 2802, 2752, 2695, 2654, 2587, 2556, 2378, 2304, 2277, 2259, 2237, 2217, 2167, 2075, 2064, 1977, 1805, 1727, 1718, 1691, 1571, 1546, 1453, 1410, 1339, 1244, 1126, 1119, 989, 900, 876, 861, 843, 837, 807, 753, 729, 711, 687, 681, 650, 639, 597, 528, 430, 400, 383, 264, 211, 172, 141, 100, 86, 79, 46, 24, 0]","[680, 680, 2751, 78]",,-10.0
579,96.3,LenLog_1_10_1_60_5_10_3000.csv,10,10.0,5,20,,1,1,60,4,6.666666666666667,3.0,0.9991018772125244,0.09350919723510742,"[2992, 2982, 2853, 2802, 2752, 2695, 2654, 2587, 2556, 2378, 2304, 2277, 2259, 2237, 2217, 2167, 2075, 2064, 1977, 1805, 1727, 1718, 1691, 1571, 1546, 1453, 1410, 1339, 1244, 1126, 1119, 989, 900, 876, 861, 843, 837, 807, 753, 729, 711, 687, 681, 650, 639, 597, 528, 430, 400, 383, 264, 211, 172, 141, 100, 86, 79, 46, 24, 0]","[905, 428, 44, 208]",,-15.0
