,experimentID,uiLogName,variationPercentage,percentageMotifsOverLog,motifLength,windowSize,windowSizeMatch,motifsToBeDiscovered,motifsDiscovered,numberOfOccurrancesToBeDiscovered,OccurancesDiscovered,DiscoveryPercentage,alignmentAccuracy,executionTimeEncoding,executionTimeDiscovery,motifSpots,discoveredSpots,DiscoveryLoops,WindowSizeMatch
0,0.0,LenLog_1_10_1_10_10_10_1000.csv,10,10.0,10,5,,1,1,10,2,20.0,0.0,0.3817777633666992,17.33428406715393,"[907, 695, 666, 507, 489, 417, 368, 343, 118, 56]","[118, 56]",,5.0
1,0.1,LenLog_1_10_1_10_10_10_1000.csv,10,10.0,10,10,,1,1,10,8,80.0,0.0,0.3817777633666992,0.029113054275512695,"[907, 695, 666, 507, 489, 417, 368, 343, 118, 56]","[417, 907, 368, 118, 695, 666, 507, 343]",,0.0
2,0.2,LenLog_1_10_1_10_10_10_1000.csv,10,10.0,10,15,,1,1,10,6,60.0,5.166666666666667,0.3817777633666992,0.03642868995666504,"[907, 695, 666, 507, 489, 417, 368, 343, 118, 56]","[412, 901, 363, 113, 661, 502]",,-5.0
3,0.3,LenLog_1_10_1_10_10_10_1000.csv,10,10.0,10,20,,1,1,10,7,70.0,8.285714285714286,0.3817777633666992,0.011769294738769531,"[907, 695, 666, 507, 489, 417, 368, 343, 118, 56]","[409, 499, 898, 361, 110, 658, 499]",,-10.0
4,0.4,LenLog_1_10_1_10_10_10_1000.csv,10,10.0,10,25,,1,1,10,2,20.0,7.5,0.3817777633666992,0.03238105773925781,"[907, 695, 666, 507, 489, 417, 368, 343, 118, 56]","[493, 354]",,-15.0
5,0.5,LenLog_1_10_1_10_10_10_1000.csv,10,10.0,10,30,,1,1,10,3,30.0,3.3333333333333335,0.3817777633666992,0.014957904815673828,"[907, 695, 666, 507, 489, 417, 368, 343, 118, 56]","[488, 126, 506]",,-20.0
6,1.0,LenLog_1_10_1_10_10_1_10000.csv,10,1.0,10,5,,1,1,10,5,50.0,0.0,4.559281587600708,1.2408969402313232,"[9973, 5343, 5290, 4658, 4225, 3359, 3182, 2861, 2384, 1032]","[4225, 3359, 1032, 2384, 4658]",,5.0
7,1.1,LenLog_1_10_1_10_10_1_10000.csv,10,1.0,10,10,,1,1,10,8,80.0,0.0,4.559281587600708,1.4000072479248047,"[9973, 5343, 5290, 4658, 4225, 3359, 3182, 2861, 2384, 1032]","[4225, 3359, 1032, 2861, 3182, 2384, 4658, 9973]",,0.0
8,1.2,LenLog_1_10_1_10_10_1_10000.csv,10,1.0,10,15,,1,1,10,7,70.0,0.14285714285714285,4.559281587600708,1.3434717655181885,"[9973, 5343, 5290, 4658, 4225, 3359, 3182, 2861, 2384, 1032]","[4225, 1032, 5290, 2861, 2384, 4658, 5342]",,-5.0
9,1.3,LenLog_1_10_1_10_10_1_10000.csv,10,1.0,10,20,,1,1,10,0,0.0,,4.559281587600708,1.435485601425171,"[9973, 5343, 5290, 4658, 4225, 3359, 3182, 2861, 2384, 1032]",[],,-10.0
10,1.4,LenLog_1_10_1_10_10_1_10000.csv,10,1.0,10,25,,1,1,10,7,70.0,1.5714285714285714,4.559281587600708,1.3447129726409912,"[9973, 5343, 5290, 4658, 4225, 3359, 3182, 2861, 2384, 1032]","[4223, 2860, 3180, 2382, 4657, 9972, 5341]",,-15.0
11,1.5,LenLog_1_10_1_10_10_1_10000.csv,10,1.0,10,30,,1,1,10,1,10.0,14.0,4.559281587600708,1.3667361736297607,"[9973, 5343, 5290, 4658, 4225, 3359, 3182, 2861, 2384, 1032]",[5357],,-20.0
12,2.0,LenLog_1_10_1_10_10_2-5_4000.csv,10,2.5,10,5,,1,1,10,2,20.0,1.0,2.142228603363037,0.1524975299835205,"[3741, 3454, 3039, 2495, 2120, 1668, 1618, 1267, 307, 166]","[167, 3455]",,5.0
13,2.1,LenLog_1_10_1_10_10_2-5_4000.csv,10,2.5,10,10,,1,1,10,2,20.0,0.0,2.142228603363037,0.2002558708190918,"[3741, 3454, 3039, 2495, 2120, 1668, 1618, 1267, 307, 166]","[1668, 1267]",,0.0
14,2.2,LenLog_1_10_1_10_10_2-5_4000.csv,10,2.5,10,15,,1,1,10,4,40.0,2.0,2.142228603363037,0.21724963188171387,"[3741, 3454, 3039, 2495, 2120, 1668, 1618, 1267, 307, 166]","[2118, 3037, 3739, 2493]",,-5.0
15,2.3,LenLog_1_10_1_10_10_2-5_4000.csv,10,2.5,10,20,,1,1,10,3,30.0,5.0,2.142228603363037,0.2549760341644287,"[3741, 3454, 3039, 2495, 2120, 1668, 1618, 1267, 307, 166]","[2115, 3034, 3736]",,-10.0
16,2.4,LenLog_1_10_1_10_10_2-5_4000.csv,10,2.5,10,25,,1,1,10,0,0.0,,2.142228603363037,0.20693063735961914,"[3741, 3454, 3039, 2495, 2120, 1668, 1618, 1267, 307, 166]",[],,-15.0
17,2.5,LenLog_1_10_1_10_10_2-5_4000.csv,10,2.5,10,30,,1,1,10,0,0.0,,2.142228603363037,0.22803854942321777,"[3741, 3454, 3039, 2495, 2120, 1668, 1618, 1267, 307, 166]",[],,-20.0
18,3.0,LenLog_1_10_1_10_10_5_2000.csv,10,5.0,10,5,,1,1,10,2,20.0,0.0,1.0814144611358643,0.054050445556640625,"[1973, 1808, 1798, 1611, 1305, 1163, 896, 737, 546, 259]","[259, 1798]",,5.0
19,3.1,LenLog_1_10_1_10_10_5_2000.csv,10,5.0,10,10,,1,1,10,2,20.0,0.0,1.0814144611358643,0.06870484352111816,"[1973, 1808, 1798, 1611, 1305, 1163, 896, 737, 546, 259]","[259, 1798]",,0.0
20,3.2,LenLog_1_10_1_10_10_5_2000.csv,10,5.0,10,15,,1,1,10,5,50.0,1.0,1.0814144611358643,0.05947065353393555,"[1973, 1808, 1798, 1611, 1305, 1163, 896, 737, 546, 259]","[895, 738, 1164, 1974, 1306]",,-5.0
21,3.3,LenLog_1_10_1_10_10_5_2000.csv,10,5.0,10,20,,1,1,10,0,0.0,,1.0814144611358643,0.07557868957519531,"[1973, 1808, 1798, 1611, 1305, 1163, 896, 737, 546, 259]",[],,-10.0
22,3.4,LenLog_1_10_1_10_10_5_2000.csv,10,5.0,10,25,,1,1,10,0,0.0,,1.0814144611358643,0.06903314590454102,"[1973, 1808, 1798, 1611, 1305, 1163, 896, 737, 546, 259]",[],,-15.0
23,3.5,LenLog_1_10_1_10_10_5_2000.csv,10,5.0,10,30,,1,1,10,0,0.0,,1.0814144611358643,0.06746268272399902,"[1973, 1808, 1798, 1611, 1305, 1163, 896, 737, 546, 259]",[],,-20.0
24,4.0,LenLog_1_10_1_10_15_10_1500.csv,10,10.0,15,5,,1,1,10,4,40.0,1.0,0.8328602313995361,0.03340625762939453,"[1426, 1246, 1135, 749, 477, 449, 308, 270, 195, 118]","[194, 307, 117, 476]",,10.0
25,4.1,LenLog_1_10_1_10_15_10_1500.csv,10,10.0,15,10,,1,1,10,4,40.0,1.0,0.8328602313995361,0.035104990005493164,"[1426, 1246, 1135, 749, 477, 449, 308, 270, 195, 118]","[194, 307, 117, 476]",,5.0
26,4.2,LenLog_1_10_1_10_15_10_1500.csv,10,10.0,15,15,,1,1,10,5,50.0,1.6,0.8328602313995361,0.03493785858154297,"[1426, 1246, 1135, 749, 477, 449, 308, 270, 195, 118]","[194, 748, 1131, 307, 117]",,0.0
27,4.3,LenLog_1_10_1_10_15_10_1500.csv,10,10.0,15,20,,1,1,10,6,60.0,5.833333333333333,0.8328602313995361,0.03852272033691406,"[1426, 1246, 1135, 749, 477, 449, 308, 270, 195, 118]","[190, 744, 1126, 303, 113, 1240]",,-5.0
28,4.4,LenLog_1_10_1_10_15_10_1500.csv,10,10.0,15,25,,1,1,10,10,100.0,5.0,0.8328602313995361,0.050223588943481445,"[1426, 1246, 1135, 749, 477, 449, 308, 270, 195, 118]","[443, 188, 749, 264, 1128, 1428, 311, 113, 470, 1239]",,-10.0
29,4.5,LenLog_1_10_1_10_15_10_1500.csv,10,10.0,15,30,,1,1,10,9,90.0,8.88888888888889,0.8328602313995361,0.05146503448486328,"[1426, 1246, 1135, 749, 477, 449, 308, 270, 195, 118]","[439, 184, 745, 260, 1124, 1423, 109, 466, 1235]",,-15.0
30,5.0,LenLog_1_10_1_10_15_1_15000.csv,10,1.0,15,5,,1,1,10,0,0.0,,6.017100811004639,2.9159152507781982,"[12088, 10124, 9940, 9266, 7762, 6403, 5866, 4587, 3055, 2830]",[],,10.0
31,5.1,LenLog_1_10_1_10_15_1_15000.csv,10,1.0,15,10,,1,1,10,3,30.0,3.0,6.017100811004639,2.900238513946533,"[12088, 10124, 9940, 9266, 7762, 6403, 5866, 4587, 3055, 2830]","[4589, 3060, 12090]",,5.0
32,5.2,LenLog_1_10_1_10_15_1_15000.csv,10,1.0,15,15,,1,1,10,6,60.0,0.0,6.017100811004639,2.8666915893554688,"[12088, 10124, 9940, 9266, 7762, 6403, 5866, 4587, 3055, 2830]","[6403, 5866, 10124, 9266, 7762, 9940]",,0.0
33,5.3,LenLog_1_10_1_10_15_1_15000.csv,10,1.0,15,20,,1,1,10,3,30.0,0.0,6.017100811004639,2.8990490436553955,"[12088, 10124, 9940, 9266, 7762, 6403, 5866, 4587, 3055, 2830]","[6403, 5866, 7762]",,-5.0
34,5.4,LenLog_1_10_1_10_15_1_15000.csv,10,1.0,15,25,,1,1,10,2,20.0,1.5,6.017100811004639,2.9000983238220215,"[12088, 10124, 9940, 9266, 7762, 6403, 5866, 4587, 3055, 2830]","[2829, 3053]",,-10.0
35,5.5,LenLog_1_10_1_10_15_1_15000.csv,10,1.0,15,30,,1,1,10,0,0.0,,6.017100811004639,2.923454999923706,"[12088, 10124, 9940, 9266, 7762, 6403, 5866, 4587, 3055, 2830]",[],,-15.0
36,6.0,LenLog_1_10_1_10_15_2-5_6000.csv,10,2.5,15,5,,1,1,10,0,0.0,,2.4905707836151123,0.43080639839172363,"[5477, 3644, 2846, 2723, 2100, 1852, 1789, 1617, 1022, 357]",[],,10.0
37,6.1,LenLog_1_10_1_10_15_2-5_6000.csv,10,2.5,15,10,,1,1,10,6,60.0,0.0,2.4905707836151123,0.485675573348999,"[5477, 3644, 2846, 2723, 2100, 1852, 1789, 1617, 1022, 357]","[2723, 1852, 2100, 1022, 3644, 2846]",,5.0
38,6.2,LenLog_1_10_1_10_15_2-5_6000.csv,10,2.5,15,15,,1,1,10,6,60.0,0.0,2.4905707836151123,0.4998908042907715,"[5477, 3644, 2846, 2723, 2100, 1852, 1789, 1617, 1022, 357]","[2723, 1852, 2100, 1022, 3644, 2846]",,0.0
39,6.3,LenLog_1_10_1_10_15_2-5_6000.csv,10,2.5,15,20,,1,1,10,2,20.0,3.0,2.4905707836151123,0.4878275394439697,"[5477, 3644, 2846, 2723, 2100, 1852, 1789, 1617, 1022, 357]","[5480, 2103]",,-5.0
40,6.4,LenLog_1_10_1_10_15_2-5_6000.csv,10,2.5,15,25,,1,1,10,0,0.0,,2.4905707836151123,0.48197293281555176,"[5477, 3644, 2846, 2723, 2100, 1852, 1789, 1617, 1022, 357]",[],,-10.0
41,6.5,LenLog_1_10_1_10_15_2-5_6000.csv,10,2.5,15,30,,1,1,10,0,0.0,,2.4905707836151123,0.4736897945404053,"[5477, 3644, 2846, 2723, 2100, 1852, 1789, 1617, 1022, 357]",[],,-15.0
42,7.0,LenLog_1_10_1_10_15_5_3000.csv,10,5.0,15,5,,1,1,10,0,0.0,,1.4360721111297607,0.09984254837036133,"[2598, 1700, 1674, 1247, 1165, 926, 815, 189, 162, 37]",[],,10.0
43,7.1,LenLog_1_10_1_10_15_5_3000.csv,10,5.0,15,10,,1,1,10,0,0.0,,1.4360721111297607,0.10298442840576172,"[2598, 1700, 1674, 1247, 1165, 926, 815, 189, 162, 37]",[],,5.0
44,7.2,LenLog_1_10_1_10_15_5_3000.csv,10,5.0,15,15,,1,1,10,8,80.0,0.0,1.4360721111297607,0.14034390449523926,"[2598, 1700, 1674, 1247, 1165, 926, 815, 189, 162, 37]","[1700, 37, 2598, 1674, 1165, 815, 926, 1247]",,0.0
45,7.3,LenLog_1_10_1_10_15_5_3000.csv,10,5.0,15,20,,1,1,10,9,90.0,1.3333333333333333,1.4360721111297607,0.14957284927368164,"[2598, 1700, 1674, 1247, 1165, 926, 815, 189, 162, 37]","[1700, 38, 2601, 1675, 1170, 815, 190, 926, 1246]",,-5.0
46,7.4,LenLog_1_10_1_10_15_5_3000.csv,10,5.0,15,25,,1,1,10,10,100.0,8.6,1.4360721111297607,0.13920354843139648,"[2598, 1700, 1674, 1247, 1165, 926, 815, 189, 162, 37]","[150, 1692, 30, 2590, 1664, 1156, 807, 182, 918, 1238]",,-10.0
47,7.5,LenLog_1_10_1_10_15_5_3000.csv,10,5.0,15,30,,1,1,10,7,70.0,10.857142857142858,1.4360721111297607,0.14185309410095215,"[2598, 1700, 1674, 1247, 1165, 926, 815, 189, 162, 37]","[150, 1691, 2587, 1664, 1153, 916, 1235]",,-15.0
48,8.0,LenLog_1_10_1_10_20_10_2000.csv,10,10.0,20,5,,1,1,10,6,60.0,0.0,0.9332163333892822,0.050696372985839844,"[1925, 1550, 1353, 902, 838, 758, 331, 298, 264, 100]","[100, 1925, 902, 838, 264, 758]",,15.0
49,8.1,LenLog_1_10_1_10_20_10_2000.csv,10,10.0,20,10,,1,1,10,6,60.0,0.0,0.9332163333892822,0.06775236129760742,"[1925, 1550, 1353, 902, 838, 758, 331, 298, 264, 100]","[100, 1925, 902, 264, 331, 758]",,10.0
50,8.2,LenLog_1_10_1_10_20_10_2000.csv,10,10.0,20,15,,1,1,10,10,100.0,0.0,0.9332163333892822,0.04584145545959473,"[1925, 1550, 1353, 902, 838, 758, 331, 298, 264, 100]","[100, 1925, 902, 838, 264, 1353, 298, 331, 1550, 758]",,5.0
51,8.3,LenLog_1_10_1_10_20_10_2000.csv,10,10.0,20,20,,1,1,10,10,100.0,1.0,0.9332163333892822,0.0691068172454834,"[1925, 1550, 1353, 902, 838, 758, 331, 298, 264, 100]","[101, 1926, 903, 839, 265, 1354, 299, 332, 1551, 759]",,0.0
52,8.4,LenLog_1_10_1_10_20_10_2000.csv,10,10.0,20,25,,1,1,10,10,100.0,1.5,0.9332163333892822,0.060471534729003906,"[1925, 1550, 1353, 902, 838, 758, 331, 298, 264, 100]","[101, 1926, 903, 844, 265, 1354, 299, 332, 1551, 759]",,-5.0
53,8.5,LenLog_1_10_1_10_20_10_2000.csv,10,10.0,20,30,,1,1,10,8,80.0,0.0,0.9332163333892822,0.06535029411315918,"[1925, 1550, 1353, 902, 838, 758, 331, 298, 264, 100]","[100, 902, 264, 1353, 298, 331, 1550, 758]",,-10.0
54,9.0,LenLog_1_10_1_10_20_1_20000.csv,10,1.0,20,5,,1,1,10,2,20.0,1.0,8.419420719146729,5.084606885910034,"[19702, 15775, 13417, 8417, 7940, 4976, 4460, 3496, 1068, 156]","[3497, 157]",,15.0
55,9.1,LenLog_1_10_1_10_20_1_20000.csv,10,1.0,20,10,,1,1,10,1,10.0,2.0,8.419420719146729,5.294066429138184,"[19702, 15775, 13417, 8417, 7940, 4976, 4460, 3496, 1068, 156]",[13415],,10.0
56,9.2,LenLog_1_10_1_10_20_1_20000.csv,10,1.0,20,15,,1,1,10,2,20.0,0.0,8.419420719146729,5.0695953369140625,"[19702, 15775, 13417, 8417, 7940, 4976, 4460, 3496, 1068, 156]","[7940, 4976]",,5.0
57,9.3,LenLog_1_10_1_10_20_1_20000.csv,10,1.0,20,20,,1,1,10,2,20.0,0.0,8.419420719146729,5.058299779891968,"[19702, 15775, 13417, 8417, 7940, 4976, 4460, 3496, 1068, 156]","[13417, 19702]",,0.0
58,9.4,LenLog_1_10_1_10_20_1_20000.csv,10,1.0,20,25,,1,1,10,4,40.0,4.0,8.419420719146729,5.058619022369385,"[19702, 15775, 13417, 8417, 7940, 4976, 4460, 3496, 1068, 156]","[8413, 4456, 1064, 19698]",,-5.0
59,9.5,LenLog_1_10_1_10_20_1_20000.csv,10,1.0,20,30,,1,1,10,0,0.0,,8.419420719146729,5.092350482940674,"[19702, 15775, 13417, 8417, 7940, 4976, 4460, 3496, 1068, 156]",[],,-10.0
60,10.0,LenLog_1_10_1_10_20_2-5_8000.csv,10,2.5,20,5,,1,1,10,0,0.0,,3.5346086025238037,0.7998874187469482,"[5855, 5363, 3157, 1537, 1290, 1097, 846, 735, 593, 408]",[],,15.0
61,10.1,LenLog_1_10_1_10_20_2-5_8000.csv,10,2.5,20,10,,1,1,10,7,70.0,0.0,3.5346086025238037,0.8712930679321289,"[5855, 5363, 3157, 1537, 1290, 1097, 846, 735, 593, 408]","[1537, 1097, 1290, 735, 5363, 408, 5855]",,10.0
62,10.2,LenLog_1_10_1_10_20_2-5_8000.csv,10,2.5,20,15,,1,1,10,5,50.0,0.0,3.5346086025238037,0.9010014533996582,"[5855, 5363, 3157, 1537, 1290, 1097, 846, 735, 593, 408]","[1537, 1097, 1290, 735, 5855]",,5.0
63,10.3,LenLog_1_10_1_10_20_2-5_8000.csv,10,2.5,20,20,,1,1,10,4,40.0,0.0,3.5346086025238037,0.8781540393829346,"[5855, 5363, 3157, 1537, 1290, 1097, 846, 735, 593, 408]","[1537, 1097, 735, 5855]",,0.0
64,10.4,LenLog_1_10_1_10_20_2-5_8000.csv,10,2.5,20,25,,1,1,10,6,60.0,4.0,3.5346086025238037,0.8742187023162842,"[5855, 5363, 3157, 1537, 1290, 1097, 846, 735, 593, 408]","[1533, 1093, 842, 731, 5359, 5851]",,-5.0
65,10.5,LenLog_1_10_1_10_20_2-5_8000.csv,10,2.5,20,30,,1,1,10,4,40.0,5.0,3.5346086025238037,0.8831610679626465,"[5855, 5363, 3157, 1537, 1290, 1097, 846, 735, 593, 408]","[1285, 588, 730, 5850]",,-10.0
66,11.0,LenLog_1_10_1_10_20_5_4000.csv,10,5.0,20,5,,1,1,10,0,0.0,,1.755265235900879,0.17709970474243164,"[3853, 3580, 2793, 2562, 2486, 1913, 1860, 1440, 1337, 484]",[],,15.0
67,11.1,LenLog_1_10_1_10_20_5_4000.csv,10,5.0,20,10,,1,1,10,4,40.0,1.0,1.755265235900879,0.19301295280456543,"[3853, 3580, 2793, 2562, 2486, 1913, 1860, 1440, 1337, 484]","[2563, 3854, 2487, 1914]",,10.0
68,11.2,LenLog_1_10_1_10_20_5_4000.csv,10,5.0,20,15,,1,1,10,6,60.0,1.0,1.755265235900879,0.20632600784301758,"[3853, 3580, 2793, 2562, 2486, 1913, 1860, 1440, 1337, 484]","[2563, 485, 1338, 2794, 2487, 1914]",,5.0
69,11.3,LenLog_1_10_1_10_20_5_4000.csv,10,5.0,20,20,,1,1,10,10,100.0,1.0,1.755265235900879,0.2571525573730469,"[3853, 3580, 2793, 2562, 2486, 1913, 1860, 1440, 1337, 484]","[1440, 2562, 1860, 484, 1331, 2793, 3853, 2486, 1910, 3579]",,0.0
70,11.4,LenLog_1_10_1_10_20_5_4000.csv,10,5.0,20,25,,1,1,10,9,90.0,2.0,1.755265235900879,0.22304344177246094,"[3853, 3580, 2793, 2562, 2486, 1913, 1860, 1440, 1337, 484]","[1438, 2560, 1858, 482, 1335, 2791, 3851, 2484, 3578]",,-5.0
71,11.5,LenLog_1_10_1_10_20_5_4000.csv,10,5.0,20,30,,1,1,10,10,100.0,1.4,1.755265235900879,0.24996399879455566,"[3853, 3580, 2793, 2562, 2486, 1913, 1860, 1440, 1337, 484]","[1439, 2562, 1857, 484, 1337, 2792, 3852, 2486, 1913, 3588]",,-10.0
72,12.0,LenLog_1_10_1_10_25_10_2500.csv,10,10.0,25,5,,1,1,10,0,0.0,,1.2399542331695557,0.08286595344543457,"[2216, 1907, 1627, 1531, 1481, 1274, 1092, 998, 558, 45]",[],,20.0
73,12.1,LenLog_1_10_1_10_25_10_2500.csv,10,10.0,25,10,,1,1,10,0,0.0,,1.2399542331695557,0.1116189956665039,"[2216, 1907, 1627, 1531, 1481, 1274, 1092, 998, 558, 45]",[],,15.0
74,12.2,LenLog_1_10_1_10_25_10_2500.csv,10,10.0,25,15,,1,1,10,0,0.0,,1.2399542331695557,0.08036184310913086,"[2216, 1907, 1627, 1531, 1481, 1274, 1092, 998, 558, 45]",[],,10.0
75,12.3,LenLog_1_10_1_10_25_10_2500.csv,10,10.0,25,20,,1,1,10,10,100.0,3.6,1.2399542331695557,0.09791374206542969,"[2216, 1907, 1627, 1531, 1481, 1274, 1092, 998, 558, 45]","[1097, 1001, 2221, 1485, 44, 563, 1906, 1536, 1279, 1625]",,5.0
76,12.4,LenLog_1_10_1_10_25_10_2500.csv,10,10.0,25,25,,1,1,10,10,100.0,0.1,1.2399542331695557,0.1424260139465332,"[2216, 1907, 1627, 1531, 1481, 1274, 1092, 998, 558, 45]","[1092, 998, 2216, 1480, 45, 558, 1907, 1531, 1274, 1627]",,0.0
77,12.5,LenLog_1_10_1_10_25_10_2500.csv,10,10.0,25,30,,1,1,10,10,100.0,2.7,1.2399542331695557,0.10243749618530273,"[2216, 1907, 1627, 1531, 1481, 1274, 1092, 998, 558, 45]","[1089, 995, 2213, 1478, 42, 556, 1904, 1528, 1272, 1625]",,-5.0
78,13.0,LenLog_1_10_1_10_25_1_25000.csv,10,1.0,25,5,,1,1,10,7,70.0,0.0,9.745402097702026,7.833013534545898,"[20726, 19282, 17170, 16176, 13569, 13145, 7557, 5431, 4258, 1634]","[13569, 4258, 1634, 7557, 16176, 5431, 13145]",,20.0
79,13.1,LenLog_1_10_1_10_25_1_25000.csv,10,1.0,25,10,,1,1,10,0,0.0,,9.745402097702026,7.950017690658569,"[20726, 19282, 17170, 16176, 13569, 13145, 7557, 5431, 4258, 1634]",[],,15.0
80,13.2,LenLog_1_10_1_10_25_1_25000.csv,10,1.0,25,15,,1,1,10,7,70.0,3.4285714285714284,9.745402097702026,8.049726009368896,"[20726, 19282, 17170, 16176, 13569, 13145, 7557, 5431, 4258, 1634]","[13573, 4262, 1638, 7557, 16180, 19286, 17174]",,10.0
81,13.3,LenLog_1_10_1_10_25_1_25000.csv,10,1.0,25,20,,1,1,10,7,70.0,1.1428571428571428,9.745402097702026,8.068182706832886,"[20726, 19282, 17170, 16176, 13569, 13145, 7557, 5431, 4258, 1634]","[13568, 4257, 1633, 7559, 16175, 17169, 13144]",,5.0
82,13.4,LenLog_1_10_1_10_25_1_25000.csv,10,1.0,25,25,,1,1,10,8,80.0,1.0,9.745402097702026,7.899488925933838,"[20726, 19282, 17170, 16176, 13569, 13145, 7557, 5431, 4258, 1634]","[13568, 4257, 1633, 16175, 19281, 17169, 5430, 13144]",,0.0
83,13.5,LenLog_1_10_1_10_25_1_25000.csv,10,1.0,25,30,,1,1,10,7,70.0,6.428571428571429,9.745402097702026,8.30046010017395,"[20726, 19282, 17170, 16176, 13569, 13145, 7557, 5431, 4258, 1634]","[13563, 4252, 1625, 16170, 19276, 17164, 5425]",,-5.0
84,14.0,LenLog_1_10_1_10_25_2-5_10000.csv,10,2.5,25,5,,1,1,10,4,40.0,0.0,3.9495961666107178,1.179548978805542,"[9780, 6722, 5513, 5435, 5181, 4378, 2699, 2469, 1094, 961]","[961, 1094, 5513, 2699]",,20.0
85,14.1,LenLog_1_10_1_10_25_2-5_10000.csv,10,2.5,25,10,,1,1,10,2,20.0,0.0,3.9495961666107178,1.3391296863555908,"[9780, 6722, 5513, 5435, 5181, 4378, 2699, 2469, 1094, 961]","[961, 5513]",,15.0
86,14.2,LenLog_1_10_1_10_25_2-5_10000.csv,10,2.5,25,15,,1,1,10,4,40.0,0.25,3.9495961666107178,1.3120002746582031,"[9780, 6722, 5513, 5435, 5181, 4378, 2699, 2469, 1094, 961]","[961, 6721, 5513, 5435]",,10.0
87,14.3,LenLog_1_10_1_10_25_2-5_10000.csv,10,2.5,25,20,,1,1,10,5,50.0,1.0,3.9495961666107178,1.298560380935669,"[9780, 6722, 5513, 5435, 5181, 4378, 2699, 2469, 1094, 961]","[960, 6720, 5512, 4378, 5434]",,5.0
88,14.4,LenLog_1_10_1_10_25_2-5_10000.csv,10,2.5,25,25,,1,1,10,1,10.0,9.0,3.9495961666107178,1.334324836730957,"[9780, 6722, 5513, 5435, 5181, 4378, 2699, 2469, 1094, 961]",[2690],,0.0
89,14.5,LenLog_1_10_1_10_25_2-5_10000.csv,10,2.5,25,30,,1,1,10,0,0.0,,3.9495961666107178,1.284902572631836,"[9780, 6722, 5513, 5435, 5181, 4378, 2699, 2469, 1094, 961]",[],,-5.0
90,15.0,LenLog_1_10_1_10_25_5_5000.csv,10,5.0,25,5,,1,1,10,0,0.0,,2.2243916988372803,0.2794363498687744,"[4957, 4875, 3805, 3464, 2733, 2457, 2219, 1644, 1244, 1060]",[],,20.0
91,15.1,LenLog_1_10_1_10_25_5_5000.csv,10,5.0,25,10,,1,1,10,7,70.0,4.0,2.2243916988372803,0.3338015079498291,"[4957, 4875, 3805, 3464, 2733, 2457, 2219, 1644, 1244, 1060]","[1064, 3468, 4961, 2737, 2223, 1648, 2461]",,15.0
92,15.2,LenLog_1_10_1_10_25_5_5000.csv,10,5.0,25,15,,1,1,10,7,70.0,4.0,2.2243916988372803,0.3327205181121826,"[4957, 4875, 3805, 3464, 2733, 2457, 2219, 1644, 1244, 1060]","[1064, 3468, 4961, 2223, 1648, 2461, 1248]",,10.0
93,15.3,LenLog_1_10_1_10_25_5_5000.csv,10,5.0,25,20,,1,1,10,10,100.0,0.0,2.2243916988372803,0.38964223861694336,"[4957, 4875, 3805, 3464, 2733, 2457, 2219, 1644, 1244, 1060]","[1060, 3464, 4875, 4957, 2733, 2219, 1644, 2457, 1244, 3805]",,5.0
94,15.4,LenLog_1_10_1_10_25_5_5000.csv,10,5.0,25,25,,1,1,10,9,90.0,0.0,2.2243916988372803,0.36918187141418457,"[4957, 4875, 3805, 3464, 2733, 2457, 2219, 1644, 1244, 1060]","[1060, 3464, 4875, 4957, 2733, 2219, 1644, 2457, 1244]",,0.0
95,15.5,LenLog_1_10_1_10_25_5_5000.csv,10,5.0,25,30,,1,1,10,7,70.0,1.4285714285714286,2.2243916988372803,0.35624265670776367,"[4957, 4875, 3805, 3464, 2733, 2457, 2219, 1644, 1244, 1060]","[1060, 4873, 4962, 2735, 2218, 1644, 1244]",,-5.0
96,16.0,LenLog_1_10_1_10_5_10_500.csv,10,10.0,5,5,,1,1,10,10,100.0,0.0,0.39691948890686035,0.01847982406616211,"[492, 439, 395, 383, 210, 201, 175, 148, 141, 33]","[33, 201, 395, 492, 141, 175, 210, 148, 439, 383]",,0.0
97,16.1,LenLog_1_10_1_10_5_10_500.csv,10,10.0,5,10,,1,1,10,2,20.0,1.0,0.39691948890686035,0.006466865539550781,"[492, 439, 395, 383, 210, 201, 175, 148, 141, 33]","[174, 209]",,-5.0
98,16.2,LenLog_1_10_1_10_5_10_500.csv,10,10.0,5,15,,1,1,10,5,50.0,3.4,0.39691948890686035,0.01721501350402832,"[492, 439, 395, 383, 210, 201, 175, 148, 141, 33]","[203, 141, 176, 203, 141]",,-10.0
99,16.3,LenLog_1_10_1_10_5_10_500.csv,10,10.0,5,20,,1,1,10,4,40.0,4.75,0.39691948890686035,0.010973453521728516,"[492, 439, 395, 383, 210, 201, 175, 148, 141, 33]","[136, 171, 143, 444]",,-15.0
100,16.4,LenLog_1_10_1_10_5_10_500.csv,10,10.0,5,25,,1,1,10,4,40.0,4.25,0.39691948890686035,-0.0,"[492, 439, 395, 383, 210, 201, 175, 148, 141, 33]","[38, 206, 206, 436]",,-20.0
101,16.5,LenLog_1_10_1_10_5_10_500.csv,10,10.0,5,30,,1,1,10,5,50.0,13.4,0.39691948890686035,0.01730036735534668,"[492, 439, 395, 383, 210, 201, 175, 148, 141, 33]","[187, 382, 187, 453, 369]",,-25.0
