,experimentID,EncodingMethod,uiLogName,variationPercentage,percentageMotifsOverLog,motifLength,windowSize,windowSizeMatch,motifsToBeDiscovered,motifsDiscovered,numberOfOccurrancesToBeDiscovered,OccurancesDiscovered,DiscoveryPercentage,alignmentAccuracy,executionTimeEncoding,executionTimeDiscovery,motifSpots,discoveredSpots,DiscoveryLoops,WindowSizeMatch
461,25.5,Co-Occurrance,LenLog_1_10_1_15_15_1_22500.csv,10,1.0,15,30,,1,1,15,13,86.66666666666667,1.8461538461538463,0.04116940498352051,1.7701263427734375,"[20620, 20246, 17094, 16302, 14668, 14436, 13495, 11853, 10096, 9747, 9206, 4214, 2438, 1768, 1045]","[14435, 17094, 20622, 14680, 16305, 11852, 10095, 9748, 1046, 20247, 13495, 9205, 4214]",,-15.0
462,26.0,Co-Occurrance,LenLog_1_10_1_15_15_2-5_9000.csv,10,2.5,15,5,,1,1,15,0,0.0,,0.028471946716308594,0.24390268325805664,"[8591, 8041, 7629, 7106, 6249, 5968, 5272, 5090, 2907, 1701, 1205, 1057, 856, 481, 34]",[],,10.0
463,26.1,Co-Occurrance,LenLog_1_10_1_15_15_2-5_9000.csv,10,2.5,15,10,,1,1,15,7,46.666666666666664,5.0,0.028471946716308594,0.22040343284606934,"[8591, 8041, 7629, 7106, 6249, 5968, 5272, 5090, 2907, 1701, 1205, 1057, 856, 481, 34]","[486, 8046, 8596, 5973, 861, 1210, 2912]",,5.0
464,26.2,Co-Occurrance,LenLog_1_10_1_15_15_2-5_9000.csv,10,2.5,15,15,,1,1,15,11,73.33333333333333,0.0,0.028471946716308594,0.32340145111083984,"[8591, 8041, 7629, 7106, 6249, 5968, 5272, 5090, 2907, 1701, 1205, 1057, 856, 481, 34]","[1057, 5090, 481, 34, 8041, 7629, 8591, 5968, 856, 1205, 2907]",,0.0
465,26.3,Co-Occurrance,LenLog_1_10_1_15_15_2-5_9000.csv,10,2.5,15,20,,1,1,15,15,100.0,1.9333333333333333,0.028471946716308594,0.31517481803894043,"[8591, 8041, 7629, 7106, 6249, 5968, 5272, 5090, 2907, 1701, 1205, 1057, 856, 481, 34]","[1055, 7104, 5088, 479, 1699, 32, 8039, 6247, 7627, 8589, 5966, 854, 1203, 5270, 2906]",,-5.0
466,26.4,Co-Occurrance,LenLog_1_10_1_15_15_2-5_9000.csv,10,2.5,15,25,,1,1,15,15,100.0,5.933333333333334,0.028471946716308594,0.3664822578430176,"[8591, 8041, 7629, 7106, 6249, 5968, 5272, 5090, 2907, 1701, 1205, 1057, 856, 481, 34]","[1051, 7100, 5081, 475, 1697, 28, 8035, 6243, 7623, 8585, 5962, 850, 1200, 5266, 2902]",,-10.0
467,26.5,Co-Occurrance,LenLog_1_10_1_15_15_2-5_9000.csv,10,2.5,15,30,,1,1,15,14,93.33333333333333,2.2857142857142856,0.028471946716308594,0.31015968322753906,"[8591, 8041, 7629, 7106, 6249, 5968, 5272, 5090, 2907, 1701, 1205, 1057, 856, 481, 34]","[1055, 7104, 479, 1699, 32, 8039, 6247, 7627, 8589, 5966, 854, 1199, 5270, 2905]",,-15.0
468,27.0,Co-Occurrance,LenLog_1_10_1_15_15_5_4500.csv,10,5.0,15,5,,1,1,15,0,0.0,,0.02272486686706543,0.09914422035217285,"[4350, 4253, 3301, 2925, 2751, 2698, 2562, 2534, 2225, 1471, 947, 598, 404, 381, 215]",[],,10.0
469,27.1,Co-Occurrance,LenLog_1_10_1_15_15_5_4500.csv,10,5.0,15,10,,1,1,15,12,80.0,4.0,0.02272486686706543,0.13759922981262207,"[4350, 4253, 3301, 2925, 2751, 2698, 2562, 2534, 2225, 1471, 947, 598, 404, 381, 215]","[2566, 3305, 2538, 1475, 2702, 2929, 2229, 385, 951, 602, 219, 2755]",,5.0
470,27.2,Co-Occurrance,LenLog_1_10_1_15_15_5_4500.csv,10,5.0,15,15,,1,1,15,13,86.66666666666667,0.0,0.02272486686706543,0.13859248161315918,"[4350, 4253, 3301, 2925, 2751, 2698, 2562, 2534, 2225, 1471, 947, 598, 404, 381, 215]","[2562, 3301, 2534, 1471, 2698, 2925, 2225, 381, 947, 598, 215, 4350, 2751]",,0.0
471,27.3,Co-Occurrance,LenLog_1_10_1_15_15_5_4500.csv,10,5.0,15,20,,1,1,15,12,80.0,1.0,0.02272486686706543,0.12498712539672852,"[4350, 4253, 3301, 2925, 2751, 2698, 2562, 2534, 2225, 1471, 947, 598, 404, 381, 215]","[2561, 3300, 2533, 1470, 2924, 2224, 380, 946, 597, 214, 4349, 2750]",,-5.0
472,27.4,Co-Occurrance,LenLog_1_10_1_15_15_5_4500.csv,10,5.0,15,25,,1,1,15,10,66.66666666666666,1.0,0.02272486686706543,0.08790707588195801,"[4350, 4253, 3301, 2925, 2751, 2698, 2562, 2534, 2225, 1471, 947, 598, 404, 381, 215]","[3301, 2534, 2698, 2925, 2225, 381, 957, 598, 215, 2751]",,-10.0
473,27.5,Co-Occurrance,LenLog_1_10_1_15_15_5_4500.csv,10,5.0,15,30,,1,1,15,5,33.33333333333333,3.0,0.02272486686706543,0.06340813636779785,"[4350, 4253, 3301, 2925, 2751, 2698, 2562, 2534, 2225, 1471, 947, 598, 404, 381, 215]","[2559, 2922, 378, 595, 2748]",,-15.0
474,28.0,Co-Occurrance,LenLog_1_10_1_15_20_10_3000.csv,10,10.0,20,5,,1,1,15,0,0.0,,0.008946418762207031,0.07220792770385742,"[2843, 2766, 2485, 2319, 2275, 1945, 1482, 1427, 1374, 1295, 1234, 1012, 987, 726, 679]",[],,15.0
475,28.1,Co-Occurrance,LenLog_1_10_1_15_20_10_3000.csv,10,10.0,20,10,,1,1,15,0,0.0,,0.008946418762207031,0.039482831954956055,"[2843, 2766, 2485, 2319, 2275, 1945, 1482, 1427, 1374, 1295, 1234, 1012, 987, 726, 679]",[],,10.0
476,28.2,Co-Occurrance,LenLog_1_10_1_15_20_10_3000.csv,10,10.0,20,15,,1,1,15,12,80.0,4.916666666666667,0.008946418762207031,0.06578660011291504,"[2843, 2766, 2485, 2319, 2275, 1945, 1482, 1427, 1374, 1295, 1234, 1012, 987, 726, 679]","[2281, 992, 684, 1487, 2771, 2324, 1300, 1238, 1017, 731, 1950, 1378]",,5.0
477,28.3,Co-Occurrance,LenLog_1_10_1_15_20_10_3000.csv,10,10.0,20,20,,1,1,15,14,93.33333333333333,0.21428571428571427,0.008946418762207031,0.09035706520080566,"[2843, 2766, 2485, 2319, 2275, 1945, 1482, 1427, 1374, 1295, 1234, 1012, 987, 726, 679]","[2276, 987, 679, 1482, 2766, 2320, 1295, 1233, 1012, 2485, 726, 1945, 2843, 1374]",,0.0
478,28.4,Co-Occurrance,LenLog_1_10_1_15_20_10_3000.csv,10,10.0,20,25,,1,1,15,11,73.33333333333333,4.545454545454546,0.008946418762207031,0.07376289367675781,"[2843, 2766, 2485, 2319, 2275, 1945, 1482, 1427, 1374, 1295, 1234, 1012, 987, 726, 679]","[2270, 981, 675, 1478, 2761, 2315, 1291, 1230, 720, 1941, 2839]",,-5.0
479,28.5,Co-Occurrance,LenLog_1_10_1_15_20_10_3000.csv,10,10.0,20,30,,1,1,15,10,66.66666666666666,4.5,0.008946418762207031,0.06751275062561035,"[2843, 2766, 2485, 2319, 2275, 1945, 1482, 1427, 1374, 1295, 1234, 1012, 987, 726, 679]","[2270, 982, 675, 1478, 2761, 2315, 1291, 720, 1941, 2839]",,-10.0
480,29.0,Co-Occurrance,LenLog_1_10_1_15_20_1_30000.csv,10,1.0,20,5,,1,1,15,1,6.666666666666667,1.0,0.05058646202087402,2.7499098777770996,"[28471, 28206, 26473, 26103, 25938, 25454, 24736, 24518, 20577, 15095, 12927, 8481, 7763, 4418, 2675]",[2674],,15.0
481,29.1,Co-Occurrance,LenLog_1_10_1_15_20_1_30000.csv,10,1.0,20,10,,1,1,15,0,0.0,,0.05058646202087402,2.968198299407959,"[28471, 28206, 26473, 26103, 25938, 25454, 24736, 24518, 20577, 15095, 12927, 8481, 7763, 4418, 2675]",[],,10.0
482,29.2,Co-Occurrance,LenLog_1_10_1_15_20_1_30000.csv,10,1.0,20,15,,1,1,15,6,40.0,0.0,0.05058646202087402,2.8240396976470947,"[28471, 28206, 26473, 26103, 25938, 25454, 24736, 24518, 20577, 15095, 12927, 8481, 7763, 4418, 2675]","[4418, 24518, 26473, 28471, 2675, 12927]",,5.0
483,29.3,Co-Occurrance,LenLog_1_10_1_15_20_1_30000.csv,10,1.0,20,20,,1,1,15,6,40.0,0.0,0.05058646202087402,2.726073741912842,"[28471, 28206, 26473, 26103, 25938, 25454, 24736, 24518, 20577, 15095, 12927, 8481, 7763, 4418, 2675]","[4418, 28471, 25454, 7763, 2675, 12927]",,0.0
484,29.4,Co-Occurrance,LenLog_1_10_1_15_20_1_30000.csv,10,1.0,20,25,,1,1,15,15,100.0,3.533333333333333,0.05058646202087402,3.0040929317474365,"[28471, 28206, 26473, 26103, 25938, 25454, 24736, 24518, 20577, 15095, 12927, 8481, 7763, 4418, 2675]","[24732, 20573, 8477, 4414, 24515, 26470, 15091, 28468, 28203, 25451, 25934, 7760, 2671, 26100, 12923]",,-5.0
485,29.5,Co-Occurrance,LenLog_1_10_1_15_20_1_30000.csv,10,1.0,20,30,,1,1,15,14,93.33333333333333,5.285714285714286,0.05058646202087402,2.4291722774505615,"[28471, 28206, 26473, 26103, 25938, 25454, 24736, 24518, 20577, 15095, 12927, 8481, 7763, 4418, 2675]","[24732, 20571, 8476, 4412, 26468, 15089, 28466, 28201, 25449, 25932, 7758, 2669, 26098, 12922]",,-10.0
486,30.0,Co-Occurrance,LenLog_1_10_1_15_20_2-5_12000.csv,10,2.5,20,5,,1,1,15,1,6.666666666666667,0.0,0.025992870330810547,0.40756869316101074,"[11666, 9917, 8546, 8239, 6026, 5228, 4903, 3932, 3627, 2722, 2490, 2368, 1998, 651, 204]",[2490],,15.0
487,30.1,Co-Occurrance,LenLog_1_10_1_15_20_2-5_12000.csv,10,2.5,20,10,,1,1,15,0,0.0,,0.025992870330810547,0.3982548713684082,"[11666, 9917, 8546, 8239, 6026, 5228, 4903, 3932, 3627, 2722, 2490, 2368, 1998, 651, 204]",[],,10.0
488,30.2,Co-Occurrance,LenLog_1_10_1_15_20_2-5_12000.csv,10,2.5,20,15,,1,1,15,2,13.333333333333334,2.0,0.025992870330810547,0.4545013904571533,"[11666, 9917, 8546, 8239, 6026, 5228, 4903, 3932, 3627, 2722, 2490, 2368, 1998, 651, 204]","[2000, 3934]",,5.0
489,30.3,Co-Occurrance,LenLog_1_10_1_15_20_2-5_12000.csv,10,2.5,20,20,,1,1,15,2,13.333333333333334,0.0,0.025992870330810547,0.4360027313232422,"[11666, 9917, 8546, 8239, 6026, 5228, 4903, 3932, 3627, 2722, 2490, 2368, 1998, 651, 204]","[1998, 3932]",,0.0
490,30.4,Co-Occurrance,LenLog_1_10_1_15_20_2-5_12000.csv,10,2.5,20,25,,1,1,15,1,6.666666666666667,7.0,0.025992870330810547,0.43645358085632324,"[11666, 9917, 8546, 8239, 6026, 5228, 4903, 3932, 3627, 2722, 2490, 2368, 1998, 651, 204]",[6033],,-5.0
491,30.5,Co-Occurrance,LenLog_1_10_1_15_20_2-5_12000.csv,10,2.5,20,30,,1,1,15,2,13.333333333333334,14.0,0.025992870330810547,0.45232629776000977,"[11666, 9917, 8546, 8239, 6026, 5228, 4903, 3932, 3627, 2722, 2490, 2368, 1998, 651, 204]","[8533, 189]",,-10.0
492,31.0,Co-Occurrance,LenLog_1_10_1_15_20_5_6000.csv,10,5.0,20,5,,1,1,15,0,0.0,,0.01688861846923828,0.11536121368408203,"[5663, 4750, 4527, 4482, 4215, 3977, 3925, 3508, 3205, 2957, 2049, 1532, 1054, 902, 428]",[],,15.0
493,31.1,Co-Occurrance,LenLog_1_10_1_15_20_5_6000.csv,10,5.0,20,10,,1,1,15,0,0.0,,0.01688861846923828,0.12633085250854492,"[5663, 4750, 4527, 4482, 4215, 3977, 3925, 3508, 3205, 2957, 2049, 1532, 1054, 902, 428]",[],,10.0
494,31.2,Co-Occurrance,LenLog_1_10_1_15_20_5_6000.csv,10,5.0,20,15,,1,1,15,7,46.666666666666664,1.1428571428571428,0.01688861846923828,0.1411285400390625,"[5663, 4750, 4527, 4482, 4215, 3977, 3925, 3508, 3205, 2957, 2049, 1532, 1054, 902, 428]","[4483, 3978, 429, 4751, 3509, 3927, 1055]",,5.0
495,31.3,Co-Occurrance,LenLog_1_10_1_15_20_5_6000.csv,10,5.0,20,20,,1,1,15,14,93.33333333333333,0.21428571428571427,0.01688861846923828,0.16813921928405762,"[5663, 4750, 4527, 4482, 4215, 3977, 3925, 3508, 3205, 2957, 2049, 1532, 1054, 902, 428]","[2050, 4482, 3205, 3977, 428, 2957, 4750, 4527, 3508, 3926, 4215, 1533, 1054, 5663]",,0.0
496,31.4,Co-Occurrance,LenLog_1_10_1_15_20_5_6000.csv,10,5.0,20,25,,1,1,15,12,80.0,2.75,0.01688861846923828,0.16385865211486816,"[5663, 4750, 4527, 4482, 4215, 3977, 3925, 3508, 3205, 2957, 2049, 1532, 1054, 902, 428]","[2047, 4479, 3974, 425, 4747, 4524, 3505, 3923, 4212, 1530, 1051, 5660]",,-5.0
497,31.5,Co-Occurrance,LenLog_1_10_1_15_20_5_6000.csv,10,5.0,20,30,,1,1,15,12,80.0,3.75,0.01688861846923828,0.16141104698181152,"[5663, 4750, 4527, 4482, 4215, 3977, 3925, 3508, 3205, 2957, 2049, 1532, 1054, 902, 428]","[4477, 3973, 424, 2954, 4746, 4523, 3504, 3922, 4212, 1529, 1050, 5659]",,-10.0
498,32.0,Co-Occurrance,LenLog_1_10_1_15_25_10_3750.csv,10,10.0,25,5,,1,1,15,0,0.0,,0.0135498046875,0.05684638023376465,"[3696, 3048, 2579, 2440, 2246, 2072, 1882, 1708, 1654, 1627, 1540, 499, 355, 286, 193]",[],,20.0
499,32.1,Co-Occurrance,LenLog_1_10_1_15_25_10_3750.csv,10,10.0,25,10,,1,1,15,0,0.0,,0.0135498046875,0.05625581741333008,"[3696, 3048, 2579, 2440, 2246, 2072, 1882, 1708, 1654, 1627, 1540, 499, 355, 286, 193]",[],,15.0
500,32.2,Co-Occurrance,LenLog_1_10_1_15_25_10_3750.csv,10,10.0,25,15,,1,1,15,14,93.33333333333333,1.2142857142857142,0.0135498046875,0.11240625381469727,"[3696, 3048, 2579, 2440, 2246, 2072, 1882, 1708, 1654, 1627, 1540, 499, 355, 286, 193]","[194, 356, 1541, 2247, 2441, 1709, 3700, 2580, 500, 1655, 2073, 1883, 1628, 287]",,10.0
501,32.3,Co-Occurrance,LenLog_1_10_1_15_25_10_3750.csv,10,10.0,25,20,,1,1,15,15,100.0,4.0,0.0135498046875,0.14345669746398926,"[3696, 3048, 2579, 2440, 2246, 2072, 1882, 1708, 1654, 1627, 1540, 499, 355, 286, 193]","[197, 359, 1544, 2250, 3052, 2444, 1712, 3700, 2583, 503, 1658, 2076, 1886, 1631, 290]",,5.0
502,32.4,Co-Occurrance,LenLog_1_10_1_15_25_10_3750.csv,10,10.0,25,25,,1,1,15,15,100.0,1.6666666666666667,0.0135498046875,0.11586427688598633,"[3696, 3048, 2579, 2440, 2246, 2072, 1882, 1708, 1654, 1627, 1540, 499, 355, 286, 193]","[192, 354, 1539, 2245, 3047, 2439, 1707, 3695, 2578, 498, 1653, 2071, 1880, 1618, 284]",,0.0
503,32.5,Co-Occurrance,LenLog_1_10_1_15_25_10_3750.csv,10,10.0,25,30,,1,1,15,15,100.0,5.4,0.0135498046875,0.09401917457580566,"[3696, 3048, 2579, 2440, 2246, 2072, 1882, 1708, 1654, 1627, 1540, 499, 355, 286, 193]","[180, 351, 1536, 2242, 3040, 2436, 1704, 3692, 2575, 495, 1651, 2068, 1878, 1624, 272]",,-5.0
504,33.0,Co-Occurrance,LenLog_1_10_1_15_25_1_37500.csv,10,1.0,25,5,,1,1,15,0,0.0,,0.04903554916381836,3.9390692710876465,"[33183, 32626, 28363, 25785, 22875, 17776, 13072, 11724, 10553, 8986, 6927, 3338, 2308, 2140, 2086]",[],,20.0
505,33.1,Co-Occurrance,LenLog_1_10_1_15_25_1_37500.csv,10,1.0,25,10,,1,1,15,0,0.0,,0.04903554916381836,4.472867965698242,"[33183, 32626, 28363, 25785, 22875, 17776, 13072, 11724, 10553, 8986, 6927, 3338, 2308, 2140, 2086]",[],,15.0
506,33.2,Co-Occurrance,LenLog_1_10_1_15_25_1_37500.csv,10,1.0,25,15,,1,1,15,0,0.0,,0.04903554916381836,4.418121099472046,"[33183, 32626, 28363, 25785, 22875, 17776, 13072, 11724, 10553, 8986, 6927, 3338, 2308, 2140, 2086]",[],,10.0
507,33.3,Co-Occurrance,LenLog_1_10_1_15_25_1_37500.csv,10,1.0,25,20,,1,1,15,13,86.66666666666667,8.307692307692308,0.04903554916381836,4.5549399852752686,"[33183, 32626, 28363, 25785, 22875, 17776, 13072, 11724, 10553, 8986, 6927, 3338, 2308, 2140, 2086]","[2316, 2094, 3345, 28372, 11733, 6935, 17785, 13081, 32633, 25795, 8994, 22883, 33191]",,5.0
508,33.4,Co-Occurrance,LenLog_1_10_1_15_25_1_37500.csv,10,1.0,25,25,,1,1,15,15,100.0,4.0,0.04903554916381836,4.512718439102173,"[33183, 32626, 28363, 25785, 22875, 17776, 13072, 11724, 10553, 8986, 6927, 3338, 2308, 2140, 2086]","[2304, 2082, 10550, 3336, 28360, 11722, 6924, 17773, 13069, 32619, 25774, 8983, 22872, 2134, 33180]",,0.0
509,33.5,Co-Occurrance,LenLog_1_10_1_15_25_1_37500.csv,10,1.0,25,30,,1,1,15,15,100.0,1.8666666666666667,0.04903554916381836,4.533102750778198,"[33183, 32626, 28363, 25785, 22875, 17776, 13072, 11724, 10553, 8986, 6927, 3338, 2308, 2140, 2086]","[2306, 2084, 10554, 3336, 28361, 11723, 6925, 17775, 13071, 32623, 25784, 8983, 22873, 2137, 33181]",,-5.0
510,34.0,Co-Occurrance,LenLog_1_10_1_15_25_2-5_15000.csv,10,2.5,25,5,,1,1,15,0,0.0,,0.03239750862121582,0.6344857215881348,"[14931, 13049, 12733, 11276, 11096, 10909, 10628, 9680, 7690, 7496, 6965, 5877, 5598, 2601, 807]",[],,20.0
511,34.1,Co-Occurrance,LenLog_1_10_1_15_25_2-5_15000.csv,10,2.5,25,10,,1,1,15,0,0.0,,0.03239750862121582,0.6508755683898926,"[14931, 13049, 12733, 11276, 11096, 10909, 10628, 9680, 7690, 7496, 6965, 5877, 5598, 2601, 807]",[],,15.0
512,34.2,Co-Occurrance,LenLog_1_10_1_15_25_2-5_15000.csv,10,2.5,25,15,,1,1,15,10,66.66666666666666,5.0,0.03239750862121582,0.6847283840179443,"[14931, 13049, 12733, 11276, 11096, 10909, 10628, 9680, 7690, 7496, 6965, 5877, 5598, 2601, 807]","[10914, 812, 7501, 2606, 9685, 6970, 5882, 11101, 13054, 12738]",,10.0
513,34.3,Co-Occurrance,LenLog_1_10_1_15_25_2-5_15000.csv,10,2.5,25,20,,1,1,15,12,80.0,0.0,0.03239750862121582,0.8816137313842773,"[14931, 13049, 12733, 11276, 11096, 10909, 10628, 9680, 7690, 7496, 6965, 5877, 5598, 2601, 807]","[10628, 10909, 807, 7496, 2601, 7690, 9680, 6965, 11096, 13049, 12733, 5598]",,5.0
514,34.4,Co-Occurrance,LenLog_1_10_1_15_25_2-5_15000.csv,10,2.5,25,25,,1,1,15,14,93.33333333333333,0.0,0.03239750862121582,0.7376430034637451,"[14931, 13049, 12733, 11276, 11096, 10909, 10628, 9680, 7690, 7496, 6965, 5877, 5598, 2601, 807]","[10628, 10909, 807, 7496, 2601, 7690, 11276, 9680, 6965, 5877, 11096, 13049, 12733, 5598]",,0.0
515,34.5,Co-Occurrance,LenLog_1_10_1_15_25_2-5_15000.csv,10,2.5,25,30,,1,1,15,10,66.66666666666666,1.4,0.03239750862121582,0.7175567150115967,"[14931, 13049, 12733, 11276, 11096, 10909, 10628, 9680, 7690, 7496, 6965, 5877, 5598, 2601, 807]","[10907, 808, 7495, 2600, 7690, 14933, 6966, 11098, 13052, 5599]",,-5.0
516,35.0,Co-Occurrance,LenLog_1_10_1_15_25_5_7500.csv,10,5.0,25,5,,1,1,15,0,0.0,,0.016827106475830078,0.18371248245239258,"[6680, 5262, 4848, 4526, 4493, 4263, 3973, 3868, 3619, 3419, 3333, 2092, 743, 697, 656]",[],,20.0
517,35.1,Co-Occurrance,LenLog_1_10_1_15_25_5_7500.csv,10,5.0,25,10,,1,1,15,0,0.0,,0.016827106475830078,0.15044116973876953,"[6680, 5262, 4848, 4526, 4493, 4263, 3973, 3868, 3619, 3419, 3333, 2092, 743, 697, 656]",[],,15.0
518,35.2,Co-Occurrance,LenLog_1_10_1_15_25_5_7500.csv,10,5.0,25,15,,1,1,15,12,80.0,7.0,0.016827106475830078,0.2294318675994873,"[6680, 5262, 4848, 4526, 4493, 4263, 3973, 3868, 3619, 3419, 3333, 2092, 743, 697, 656]","[3626, 3980, 3340, 750, 2099, 4533, 5269, 4855, 6687, 704, 3426, 3875]",,10.0
519,35.3,Co-Occurrance,LenLog_1_10_1_15_25_5_7500.csv,10,5.0,25,20,,1,1,15,13,86.66666666666667,4.0,0.016827106475830078,0.24355840682983398,"[6680, 5262, 4848, 4526, 4493, 4263, 3973, 3868, 3619, 3419, 3333, 2092, 743, 697, 656]","[3623, 3977, 3337, 4267, 747, 2096, 4530, 5266, 4852, 6684, 701, 3423, 3872]",,5.0
520,35.4,Co-Occurrance,LenLog_1_10_1_15_25_5_7500.csv,10,5.0,25,25,,1,1,15,7,46.666666666666664,1.5714285714285714,0.016827106475830078,0.19126009941101074,"[6680, 5262, 4848, 4526, 4493, 4263, 3973, 3868, 3619, 3419, 3333, 2092, 743, 697, 656]","[3624, 3974, 4527, 657, 6681, 698, 3869]",,0.0
521,35.5,Co-Occurrance,LenLog_1_10_1_15_25_5_7500.csv,10,5.0,25,30,,1,1,15,13,86.66666666666667,2.769230769230769,0.016827106475830078,0.26188039779663086,"[6680, 5262, 4848, 4526, 4493, 4263, 3973, 3868, 3619, 3419, 3333, 2092, 743, 697, 656]","[3624, 3972, 3332, 4263, 757, 4525, 5261, 4852, 655, 6679, 696, 3424, 3867]",,-5.0
522,36.0,Co-Occurrance,LenLog_1_10_1_15_5_10_750.csv,10,10.0,5,5,,1,1,15,6,40.0,1.0,0.016305208206176758,0.040070533752441406,"[687, 675, 666, 647, 635, 623, 575, 560, 406, 358, 345, 244, 138, 76, 57]","[137, 559, 243, 665, 634, 56]",,0.0
523,36.1,Co-Occurrance,LenLog_1_10_1_15_5_10_750.csv,10,10.0,5,10,,1,1,15,6,40.0,0.8333333333333334,0.016305208206176758,0.016718149185180664,"[687, 675, 666, 647, 635, 623, 575, 560, 406, 358, 345, 244, 138, 76, 57]","[358, 139, 73, 244, 405, 575]",,-5.0
524,36.2,Co-Occurrance,LenLog_1_10_1_15_5_10_750.csv,10,10.0,5,15,,1,1,15,3,20.0,6.0,0.016305208206176758,0.01888108253479004,"[687, 675, 666, 647, 635, 623, 575, 560, 406, 358, 345, 244, 138, 76, 57]","[642, 554, 642]",,-10.0
525,36.3,Co-Occurrance,LenLog_1_10_1_15_5_10_750.csv,10,10.0,5,20,,1,1,15,3,20.0,8.333333333333334,0.016305208206176758,0.020404815673828125,"[687, 675, 666, 647, 635, 623, 575, 560, 406, 358, 345, 244, 138, 76, 57]","[397, 338, 584]",,-15.0
526,36.4,Co-Occurrance,LenLog_1_10_1_15_5_10_750.csv,10,10.0,5,25,,1,1,15,7,46.666666666666664,5.857142857142857,0.016305208206176758,0.03133249282836914,"[687, 675, 666, 647, 635, 623, 575, 560, 406, 358, 345, 244, 138, 76, 57]","[664, 136, 71, 614, 403, 336, 664]",,-20.0
527,36.5,Co-Occurrance,LenLog_1_10_1_15_5_10_750.csv,10,10.0,5,30,,1,1,15,7,46.666666666666664,8.142857142857142,0.016305208206176758,0.01678156852722168,"[687, 675, 666, 647, 635, 623, 575, 560, 406, 358, 345, 244, 138, 76, 57]","[634, 140, 65, 615, 258, 634, 65]",,-25.0
528,37.0,Co-Occurrance,LenLog_1_10_1_15_5_1_7500.csv,10,1.0,5,5,,1,1,15,14,93.33333333333333,1.1428571428571428,0.01689434051513672,0.21889042854309082,"[7290, 6441, 6055, 5716, 5440, 4554, 3485, 1596, 1427, 1332, 1043, 736, 450, 296, 150]","[5441, 737, 452, 6056, 297, 6443, 4555, 1428, 5717, 1333, 1044, 151, 7291, 1597]",,0.0
529,37.1,Co-Occurrance,LenLog_1_10_1_15_5_1_7500.csv,10,1.0,5,10,,1,1,15,5,33.33333333333333,1.0,0.01689434051513672,0.21352529525756836,"[7290, 6441, 6055, 5716, 5440, 4554, 3485, 1596, 1427, 1332, 1043, 736, 450, 296, 150]","[735, 295, 5715, 1042, 149]",,-5.0
530,37.2,Co-Occurrance,LenLog_1_10_1_15_5_1_7500.csv,10,1.0,5,15,,1,1,15,0,0.0,,0.01689434051513672,0.2590763568878174,"[7290, 6441, 6055, 5716, 5440, 4554, 3485, 1596, 1427, 1332, 1043, 736, 450, 296, 150]",[],,-10.0
531,37.3,Co-Occurrance,LenLog_1_10_1_15_5_1_7500.csv,10,1.0,5,20,,1,1,15,0,0.0,,0.01689434051513672,0.23398852348327637,"[7290, 6441, 6055, 5716, 5440, 4554, 3485, 1596, 1427, 1332, 1043, 736, 450, 296, 150]",[],,-15.0
532,37.4,Co-Occurrance,LenLog_1_10_1_15_5_1_7500.csv,10,1.0,5,25,,1,1,15,0,0.0,,0.01689434051513672,0.2505514621734619,"[7290, 6441, 6055, 5716, 5440, 4554, 3485, 1596, 1427, 1332, 1043, 736, 450, 296, 150]",[],,-20.0
533,37.5,Co-Occurrance,LenLog_1_10_1_15_5_1_7500.csv,10,1.0,5,30,,1,1,15,0,0.0,,0.01689434051513672,0.203887939453125,"[7290, 6441, 6055, 5716, 5440, 4554, 3485, 1596, 1427, 1332, 1043, 736, 450, 296, 150]",[],,-25.0
534,38.0,Co-Occurrance,LenLog_1_10_1_15_5_2-5_3000.csv,10,2.5,5,5,,1,1,15,0,0.0,,0.019631624221801758,0.057997703552246094,"[2982, 2975, 2848, 2806, 2015, 1818, 1811, 1627, 1436, 1414, 1320, 1131, 954, 293, 200]",[],,0.0
535,38.1,Co-Occurrance,LenLog_1_10_1_15_5_2-5_3000.csv,10,2.5,5,10,,1,1,15,0,0.0,,0.019631624221801758,0.05005192756652832,"[2982, 2975, 2848, 2806, 2015, 1818, 1811, 1627, 1436, 1414, 1320, 1131, 954, 293, 200]",[],,-5.0
536,38.2,Co-Occurrance,LenLog_1_10_1_15_5_2-5_3000.csv,10,2.5,5,15,,1,1,15,0,0.0,,0.019631624221801758,0.0419161319732666,"[2982, 2975, 2848, 2806, 2015, 1818, 1811, 1627, 1436, 1414, 1320, 1131, 954, 293, 200]",[],,-10.0
537,38.3,Co-Occurrance,LenLog_1_10_1_15_5_2-5_3000.csv,10,2.5,5,20,,1,1,15,0,0.0,,0.019631624221801758,0.05150723457336426,"[2982, 2975, 2848, 2806, 2015, 1818, 1811, 1627, 1436, 1414, 1320, 1131, 954, 293, 200]",[],,-15.0
538,38.4,Co-Occurrance,LenLog_1_10_1_15_5_2-5_3000.csv,10,2.5,5,25,,1,1,15,2,13.333333333333334,8.5,0.019631624221801758,0.0634918212890625,"[2982, 2975, 2848, 2806, 2015, 1818, 1811, 1627, 1436, 1414, 1320, 1131, 954, 293, 200]","[1823, 1823]",,-20.0
