,experimentID,EncodingMethod,uiLogName,variationPercentage,percentageMotifsOverLog,motifLength,windowSize,windowSizeMatch,motifsToBeDiscovered,motifsDiscovered,numberOfOccurrancesToBeDiscovered,OccurancesDiscovered,DiscoveryPercentage,alignmentAccuracy,executionTimeEncoding,executionTimeDiscovery,motifSpots,discoveredSpots,DiscoveryLoops,WindowSizeMatch
0,0.0,Occurrance,LenLog_1_10_1_10_10_10_1000.csv,10,10.0,10,5,,1,1,10,0,0.0,,0.4720487594604492,0.026031494140625,"[907, 695, 666, 507, 489, 417, 368, 343, 118, 56]",[],,5.0
1,0.1,Occurrance,LenLog_1_10_1_10_10_10_1000.csv,10,10.0,10,10,,1,1,10,8,80.0,0.0,0.4720487594604492,0.017548322677612305,"[907, 695, 666, 507, 489, 417, 368, 343, 118, 56]","[417, 907, 368, 118, 695, 666, 507, 343]",,0.0
2,0.2,Occurrance,LenLog_1_10_1_10_10_10_1000.csv,10,10.0,10,15,,1,1,10,7,70.0,3.2857142857142856,0.4720487594604492,0.01640033721923828,"[907, 695, 666, 507, 489, 417, 368, 343, 118, 56]","[414, 904, 365, 115, 51, 663, 504]",,-5.0
3,0.3,Occurrance,LenLog_1_10_1_10_10_10_1000.csv,10,10.0,10,20,,1,1,10,5,50.0,5.0,0.4720487594604492,0.01553964614868164,"[907, 695, 666, 507, 489, 417, 368, 343, 118, 56]","[363, 113, 690, 661, 502]",,-10.0
4,0.4,Occurrance,LenLog_1_10_1_10_10_10_1000.csv,10,10.0,10,25,,1,1,10,7,70.0,7.142857142857143,0.4720487594604492,0.027270078659057617,"[907, 695, 666, 507, 489, 417, 368, 343, 118, 56]","[411, 482, 900, 361, 47, 660, 499]",,-15.0
5,0.5,Occurrance,LenLog_1_10_1_10_10_10_1000.csv,10,10.0,10,30,,1,1,10,3,30.0,9.0,0.4720487594604492,0.011103153228759766,"[907, 695, 666, 507, 489, 417, 368, 343, 118, 56]","[402, 67, 342]",,-20.0
6,1.0,Occurrance,LenLog_1_10_1_10_10_1_10000.csv,10,1.0,10,5,,1,1,10,3,30.0,1.0,5.0845253467559814,0.24050331115722656,"[9973, 5343, 5290, 4658, 4225, 3359, 3182, 2861, 2384, 1032]","[2860, 3181, 4657]",,5.0
7,1.1,Occurrance,LenLog_1_10_1_10_10_1_10000.csv,10,1.0,10,10,,1,1,10,9,90.0,0.0,5.0845253467559814,0.2617061138153076,"[9973, 5343, 5290, 4658, 4225, 3359, 3182, 2861, 2384, 1032]","[4225, 3359, 1032, 2861, 3182, 2384, 4658, 9973, 5343]",,0.0
8,1.2,Occurrance,LenLog_1_10_1_10_10_1_10000.csv,10,1.0,10,15,,1,1,10,4,40.0,0.0,5.0845253467559814,0.21173501014709473,"[9973, 5343, 5290, 4658, 4225, 3359, 3182, 2861, 2384, 1032]","[1032, 5290, 2384, 4658]",,-5.0
9,1.3,Occurrance,LenLog_1_10_1_10_10_1_10000.csv,10,1.0,10,20,,1,1,10,0,0.0,,5.0845253467559814,0.20817828178405762,"[9973, 5343, 5290, 4658, 4225, 3359, 3182, 2861, 2384, 1032]",[],,-10.0
10,1.4,Occurrance,LenLog_1_10_1_10_10_1_10000.csv,10,1.0,10,25,,1,1,10,0,0.0,,5.0845253467559814,0.20311641693115234,"[9973, 5343, 5290, 4658, 4225, 3359, 3182, 2861, 2384, 1032]",[],,-15.0
11,1.5,Occurrance,LenLog_1_10_1_10_10_1_10000.csv,10,1.0,10,30,,1,1,10,0,0.0,,5.0845253467559814,0.1619865894317627,"[9973, 5343, 5290, 4658, 4225, 3359, 3182, 2861, 2384, 1032]",[],,-20.0
12,2.0,Occurrance,LenLog_1_10_1_10_10_2-5_4000.csv,10,2.5,10,5,,1,1,10,0,0.0,,2.0943479537963867,0.03766345977783203,"[3741, 3454, 3039, 2495, 2120, 1668, 1618, 1267, 307, 166]",[],,5.0
13,2.1,Occurrance,LenLog_1_10_1_10_10_2-5_4000.csv,10,2.5,10,10,,1,1,10,2,20.0,0.0,2.0943479537963867,0.07274794578552246,"[3741, 3454, 3039, 2495, 2120, 1668, 1618, 1267, 307, 166]","[1668, 1267]",,0.0
14,2.2,Occurrance,LenLog_1_10_1_10_10_2-5_4000.csv,10,2.5,10,15,,1,1,10,0,0.0,,2.0943479537963867,0.04099321365356445,"[3741, 3454, 3039, 2495, 2120, 1668, 1618, 1267, 307, 166]",[],,-5.0
15,2.3,Occurrance,LenLog_1_10_1_10_10_2-5_4000.csv,10,2.5,10,20,,1,1,10,0,0.0,,2.0943479537963867,0.03125882148742676,"[3741, 3454, 3039, 2495, 2120, 1668, 1618, 1267, 307, 166]",[],,-10.0
16,2.4,Occurrance,LenLog_1_10_1_10_10_2-5_4000.csv,10,2.5,10,25,,1,1,10,5,50.0,1.8,2.0943479537963867,0.05812549591064453,"[3741, 3454, 3039, 2495, 2120, 1668, 1618, 1267, 307, 166]","[164, 1263, 3038, 3739, 3454]",,-15.0
17,2.5,Occurrance,LenLog_1_10_1_10_10_2-5_4000.csv,10,2.5,10,30,,1,1,10,5,50.0,7.4,2.0943479537963867,0.044493913650512695,"[3741, 3454, 3039, 2495, 2120, 1668, 1618, 1267, 307, 166]","[159, 1258, 3033, 3734, 3446]",,-20.0
18,3.0,Occurrance,LenLog_1_10_1_10_10_5_2000.csv,10,5.0,10,5,,1,1,10,0,0.0,,0.9320158958435059,0.017773866653442383,"[1973, 1808, 1798, 1611, 1305, 1163, 896, 737, 546, 259]",[],,5.0
19,3.1,Occurrance,LenLog_1_10_1_10_10_5_2000.csv,10,5.0,10,10,,1,1,10,2,20.0,0.0,0.9320158958435059,0.030097007751464844,"[1973, 1808, 1798, 1611, 1305, 1163, 896, 737, 546, 259]","[259, 1798]",,0.0
20,3.2,Occurrance,LenLog_1_10_1_10_10_5_2000.csv,10,5.0,10,15,,1,1,10,4,40.0,5.0,0.9320158958435059,0.01581573486328125,"[1973, 1808, 1798, 1611, 1305, 1163, 896, 737, 546, 259]","[891, 1158, 1968, 1300]",,-5.0
21,3.3,Occurrance,LenLog_1_10_1_10_10_5_2000.csv,10,5.0,10,20,,1,1,10,6,60.0,4.0,0.9320158958435059,0.027632951736450195,"[1973, 1808, 1798, 1611, 1305, 1163, 896, 737, 546, 259]","[892, 733, 255, 1159, 1969, 1301]",,-10.0
22,3.4,Occurrance,LenLog_1_10_1_10_10_5_2000.csv,10,5.0,10,25,,1,1,10,4,40.0,5.0,0.9320158958435059,0.015905380249023438,"[1973, 1808, 1798, 1611, 1305, 1163, 896, 737, 546, 259]","[254, 1158, 1968, 1300]",,-15.0
23,3.5,Occurrance,LenLog_1_10_1_10_10_5_2000.csv,10,5.0,10,30,,1,1,10,5,50.0,8.2,0.9320158958435059,0.020766735076904297,"[1973, 1808, 1798, 1611, 1305, 1163, 896, 737, 546, 259]","[729, 250, 1155, 1965, 1297]",,-20.0
24,4.0,Occurrance,LenLog_1_10_1_10_15_10_1500.csv,10,10.0,15,5,,1,1,10,0,0.0,,0.7678260803222656,0.0,"[1426, 1246, 1135, 749, 477, 449, 308, 270, 195, 118]",[],,10.0
25,4.1,Occurrance,LenLog_1_10_1_10_15_10_1500.csv,10,10.0,15,10,,1,1,10,10,100.0,2.0,0.7678260803222656,0.031247377395629883,"[1426, 1246, 1135, 749, 477, 449, 308, 270, 195, 118]","[445, 197, 751, 272, 1134, 1428, 310, 120, 478, 1248]",,5.0
26,4.2,Occurrance,LenLog_1_10_1_10_15_10_1500.csv,10,10.0,15,15,,1,1,10,10,100.0,1.0,0.7678260803222656,0.023153066635131836,"[1426, 1246, 1135, 749, 477, 449, 308, 270, 195, 118]","[443, 195, 749, 270, 1132, 1426, 308, 118, 476, 1246]",,0.0
27,4.3,Occurrance,LenLog_1_10_1_10_15_10_1500.csv,10,10.0,15,20,,1,1,10,7,70.0,5.142857142857143,0.7678260803222656,0.015676498413085938,"[1426, 1246, 1135, 749, 477, 449, 308, 270, 195, 118]","[204, 745, 1128, 1422, 304, 114, 1242]",,-5.0
28,4.4,Occurrance,LenLog_1_10_1_10_15_10_1500.csv,10,10.0,15,25,,1,1,10,9,90.0,4.777777777777778,0.7678260803222656,0.02088165283203125,"[1426, 1246, 1135, 749, 477, 449, 308, 270, 195, 118]","[451, 190, 744, 1140, 1421, 303, 113, 471, 1241]",,-10.0
29,4.5,Occurrance,LenLog_1_10_1_10_15_10_1500.csv,10,10.0,15,30,,1,1,10,9,90.0,5.333333333333333,0.7678260803222656,0.01565074920654297,"[1426, 1246, 1135, 749, 477, 449, 308, 270, 195, 118]","[450, 189, 743, 272, 1126, 1420, 302, 112, 1240]",,-15.0
30,5.0,Occurrance,LenLog_1_10_1_10_15_1_15000.csv,10,1.0,15,5,,1,1,10,6,60.0,1.0,17.6812481880188,0.6819076538085938,"[12088, 10124, 9940, 9266, 7762, 6403, 5866, 4587, 3055, 2830]","[6404, 5867, 10125, 9267, 7763, 9941]",,10.0
31,5.1,Occurrance,LenLog_1_10_1_10_15_1_15000.csv,10,1.0,15,10,,1,1,10,6,60.0,1.0,17.6812481880188,0.5898289680480957,"[12088, 10124, 9940, 9266, 7762, 6403, 5866, 4587, 3055, 2830]","[6404, 5867, 10125, 9267, 7763, 9941]",,5.0
32,5.2,Occurrance,LenLog_1_10_1_10_15_1_15000.csv,10,1.0,15,15,,1,1,10,4,40.0,1.0,17.6812481880188,0.5140438079833984,"[12088, 10124, 9940, 9266, 7762, 6403, 5866, 4587, 3055, 2830]","[5865, 10123, 7761, 9939]",,0.0
33,5.3,Occurrance,LenLog_1_10_1_10_15_1_15000.csv,10,1.0,15,20,,1,1,10,7,70.0,7.285714285714286,17.6812481880188,0.5811290740966797,"[12088, 10124, 9940, 9266, 7762, 6403, 5866, 4587, 3055, 2830]","[6396, 4580, 3047, 9259, 7754, 9933, 12081]",,-5.0
34,5.4,Occurrance,LenLog_1_10_1_10_15_1_15000.csv,10,1.0,15,25,,1,1,10,7,70.0,11.285714285714286,17.6812481880188,1.0244581699371338,"[12088, 10124, 9940, 9266, 7762, 6403, 5866, 4587, 3055, 2830]","[6392, 5855, 4576, 3043, 9255, 7750, 12077]",,-10.0
35,5.5,Occurrance,LenLog_1_10_1_10_15_1_15000.csv,10,1.0,15,30,,1,1,10,10,100.0,0.9,17.6812481880188,0.6632754802703857,"[12088, 10124, 9940, 9266, 7762, 6403, 5866, 4587, 3055, 2830]","[6403, 5869, 4588, 10124, 2830, 3055, 9267, 7761, 9940, 12091]",,-15.0
36,6.0,Occurrance,LenLog_1_10_1_10_15_2-5_6000.csv,10,2.5,15,5,,1,1,10,6,60.0,2.0,4.598115921020508,0.17055940628051758,"[5477, 3644, 2846, 2723, 2100, 1852, 1789, 1617, 1022, 357]","[2725, 1854, 2102, 1024, 3646, 2848]",,10.0
37,6.1,Occurrance,LenLog_1_10_1_10_15_2-5_6000.csv,10,2.5,15,10,,1,1,10,6,60.0,1.0,4.598115921020508,0.25483202934265137,"[5477, 3644, 2846, 2723, 2100, 1852, 1789, 1617, 1022, 357]","[2724, 1853, 2101, 1023, 3645, 2847]",,5.0
38,6.2,Occurrance,LenLog_1_10_1_10_15_2-5_6000.csv,10,2.5,15,15,,1,1,10,9,90.0,0.0,4.598115921020508,0.20645928382873535,"[5477, 3644, 2846, 2723, 2100, 1852, 1789, 1617, 1022, 357]","[2723, 5477, 1852, 1617, 2100, 1022, 3644, 1789, 2846]",,0.0
39,6.3,Occurrance,LenLog_1_10_1_10_15_2-5_6000.csv,10,2.5,15,20,,1,1,10,6,60.0,4.0,4.598115921020508,0.16497039794921875,"[5477, 3644, 2846, 2723, 2100, 1852, 1789, 1617, 1022, 357]","[2719, 1848, 353, 1613, 2096, 1785]",,-5.0
40,6.4,Occurrance,LenLog_1_10_1_10_15_2-5_6000.csv,10,2.5,15,25,,1,1,10,1,10.0,12.0,4.598115921020508,0.14822649955749512,"[5477, 3644, 2846, 2723, 2100, 1852, 1789, 1617, 1022, 357]",[369],,-10.0
41,6.5,Occurrance,LenLog_1_10_1_10_15_2-5_6000.csv,10,2.5,15,30,,1,1,10,0,0.0,,4.598115921020508,0.10835385322570801,"[5477, 3644, 2846, 2723, 2100, 1852, 1789, 1617, 1022, 357]",[],,-15.0
42,7.0,Occurrance,LenLog_1_10_1_10_15_5_3000.csv,10,5.0,15,5,,1,1,10,0,0.0,,2.5752954483032227,0.033689022064208984,"[2598, 1700, 1674, 1247, 1165, 926, 815, 189, 162, 37]",[],,10.0
43,7.1,Occurrance,LenLog_1_10_1_10_15_5_3000.csv,10,5.0,15,10,,1,1,10,8,80.0,4.0,2.5752954483032227,0.06234312057495117,"[2598, 1700, 1674, 1247, 1165, 926, 815, 189, 162, 37]","[1704, 33, 2602, 1678, 1169, 819, 930, 1251]",,5.0
44,7.2,Occurrance,LenLog_1_10_1_10_15_5_3000.csv,10,5.0,15,15,,1,1,10,8,80.0,0.0,2.5752954483032227,0.08016848564147949,"[2598, 1700, 1674, 1247, 1165, 926, 815, 189, 162, 37]","[1700, 37, 2598, 1674, 1165, 815, 926, 1247]",,0.0
45,7.3,Occurrance,LenLog_1_10_1_10_15_5_3000.csv,10,5.0,15,20,,1,1,10,7,70.0,4.0,2.5752954483032227,0.033266544342041016,"[2598, 1700, 1674, 1247, 1165, 926, 815, 189, 162, 37]","[1696, 33, 2594, 1670, 811, 922, 1243]",,-5.0
46,7.4,Occurrance,LenLog_1_10_1_10_15_5_3000.csv,10,5.0,15,25,,1,1,10,8,80.0,5.0,2.5752954483032227,0.057198524475097656,"[2598, 1700, 1674, 1247, 1165, 926, 815, 189, 162, 37]","[1695, 32, 2593, 1669, 810, 184, 921, 1242]",,-10.0
47,7.5,Occurrance,LenLog_1_10_1_10_15_5_3000.csv,10,5.0,15,30,,1,1,10,6,60.0,10.0,2.5752954483032227,0.028584718704223633,"[2598, 1700, 1674, 1247, 1165, 926, 815, 189, 162, 37]","[1690, 27, 2588, 1664, 805, 916]",,-15.0
48,8.0,Occurrance,LenLog_1_10_1_10_20_10_2000.csv,10,10.0,20,5,,1,1,10,1,10.0,2.0,1.8165843486785889,0.032198190689086914,"[1925, 1550, 1353, 902, 838, 758, 331, 298, 264, 100]",[329],,15.0
49,8.1,Occurrance,LenLog_1_10_1_10_20_10_2000.csv,10,10.0,20,10,,1,1,10,6,60.0,0.0,1.8165843486785889,0.029123544692993164,"[1925, 1550, 1353, 902, 838, 758, 331, 298, 264, 100]","[100, 1925, 902, 264, 331, 758]",,10.0
50,8.2,Occurrance,LenLog_1_10_1_10_20_10_2000.csv,10,10.0,20,15,,1,1,10,6,60.0,0.0,1.8165843486785889,0.03806185722351074,"[1925, 1550, 1353, 902, 838, 758, 331, 298, 264, 100]","[100, 902, 264, 331, 1550, 758]",,5.0
51,8.3,Occurrance,LenLog_1_10_1_10_20_10_2000.csv,10,10.0,20,20,,1,1,10,9,90.0,2.0,1.8165843486785889,0.05765080451965332,"[1925, 1550, 1353, 902, 838, 758, 331, 298, 264, 100]","[101, 1935, 903, 839, 265, 1354, 299, 332, 1551]",,0.0
52,8.4,Occurrance,LenLog_1_10_1_10_20_10_2000.csv,10,10.0,20,25,,1,1,10,7,70.0,0.14285714285714285,1.8165843486785889,0.027647972106933594,"[1925, 1550, 1353, 902, 838, 758, 331, 298, 264, 100]","[100, 1925, 902, 1353, 299, 331, 1550]",,-5.0
53,8.5,Occurrance,LenLog_1_10_1_10_20_10_2000.csv,10,10.0,20,30,,1,1,10,7,70.0,6.0,1.8165843486785889,0.026955127716064453,"[1925, 1550, 1353, 902, 838, 758, 331, 298, 264, 100]","[94, 1919, 896, 258, 292, 1544, 752]",,-10.0
54,9.0,Occurrance,LenLog_1_10_1_10_20_1_20000.csv,10,1.0,20,5,,1,1,10,4,40.0,0.0,27.668119430541992,1.667646884918213,"[19702, 15775, 13417, 8417, 7940, 4976, 4460, 3496, 1068, 156]","[7940, 13417, 4976, 19702]",,15.0
55,9.1,Occurrance,LenLog_1_10_1_10_20_1_20000.csv,10,1.0,20,10,,1,1,10,0,0.0,,27.668119430541992,1.608881950378418,"[19702, 15775, 13417, 8417, 7940, 4976, 4460, 3496, 1068, 156]",[],,10.0
56,9.2,Occurrance,LenLog_1_10_1_10_20_1_20000.csv,10,1.0,20,15,,1,1,10,5,50.0,0.0,27.668119430541992,1.8389952182769775,"[19702, 15775, 13417, 8417, 7940, 4976, 4460, 3496, 1068, 156]","[7940, 13417, 4976, 19702, 15775]",,5.0
57,9.3,Occurrance,LenLog_1_10_1_10_20_1_20000.csv,10,1.0,20,20,,1,1,10,5,50.0,0.0,27.668119430541992,1.9861373901367188,"[19702, 15775, 13417, 8417, 7940, 4976, 4460, 3496, 1068, 156]","[7940, 13417, 4976, 19702, 15775]",,0.0
58,9.4,Occurrance,LenLog_1_10_1_10_20_1_20000.csv,10,1.0,20,25,,1,1,10,10,100.0,2.0,27.668119430541992,2.9403555393218994,"[19702, 15775, 13417, 8417, 7940, 4976, 4460, 3496, 1068, 156]","[8417, 7940, 3496, 13417, 4460, 1077, 4976, 19713, 156, 15775]",,-5.0
59,9.5,Occurrance,LenLog_1_10_1_10_20_1_20000.csv,10,1.0,20,30,,1,1,10,10,100.0,5.3,27.668119430541992,2.291902542114258,"[19702, 15775, 13417, 8417, 7940, 4976, 4460, 3496, 1068, 156]","[8411, 7935, 3491, 13412, 4455, 1062, 4970, 19697, 151, 15770]",,-10.0
60,10.0,Occurrance,LenLog_1_10_1_10_20_2-5_8000.csv,10,2.5,20,5,,1,1,10,0,0.0,,11.31041169166565,0.19565200805664062,"[5855, 5363, 3157, 1537, 1290, 1097, 846, 735, 593, 408]",[],,15.0
61,10.1,Occurrance,LenLog_1_10_1_10_20_2-5_8000.csv,10,2.5,20,10,,1,1,10,7,70.0,0.0,11.31041169166565,0.22786498069763184,"[5855, 5363, 3157, 1537, 1290, 1097, 846, 735, 593, 408]","[1537, 1097, 1290, 735, 5363, 408, 5855]",,10.0
62,10.2,Occurrance,LenLog_1_10_1_10_20_2-5_8000.csv,10,2.5,20,15,,1,1,10,7,70.0,1.8571428571428572,11.31041169166565,0.2842535972595215,"[5855, 5363, 3157, 1537, 1290, 1097, 846, 735, 593, 408]","[1539, 1099, 1292, 595, 737, 3158, 5857]",,5.0
63,10.3,Occurrance,LenLog_1_10_1_10_20_2-5_8000.csv,10,2.5,20,20,,1,1,10,10,100.0,0.1,11.31041169166565,0.4700345993041992,"[5855, 5363, 3157, 1537, 1290, 1097, 846, 735, 593, 408]","[1537, 1097, 1290, 846, 593, 735, 5363, 3156, 408, 5855]",,0.0
64,10.4,Occurrance,LenLog_1_10_1_10_20_2-5_8000.csv,10,2.5,20,25,,1,1,10,9,90.0,6.222222222222222,11.31041169166565,0.32057809829711914,"[5855, 5363, 3157, 1537, 1290, 1097, 846, 735, 593, 408]","[1531, 1091, 1284, 840, 729, 5355, 3151, 402, 5849]",,-5.0
65,10.5,Occurrance,LenLog_1_10_1_10_20_2-5_8000.csv,10,2.5,20,30,,1,1,10,9,90.0,12.666666666666666,11.31041169166565,0.30045294761657715,"[5855, 5363, 3157, 1537, 1290, 1097, 846, 735, 593, 408]","[1524, 1084, 1277, 832, 722, 5354, 3144, 395, 5842]",,-10.0
66,11.0,Occurrance,LenLog_1_10_1_10_20_5_4000.csv,10,5.0,20,5,,1,1,10,0,0.0,,5.618577718734741,0.09616494178771973,"[3853, 3580, 2793, 2562, 2486, 1913, 1860, 1440, 1337, 484]",[],,15.0
67,11.1,Occurrance,LenLog_1_10_1_10_20_5_4000.csv,10,5.0,20,10,,1,1,10,6,60.0,1.6666666666666667,5.618577718734741,0.14194631576538086,"[3853, 3580, 2793, 2562, 2486, 1913, 1860, 1440, 1337, 484]","[1441, 2563, 1342, 3854, 2487, 1914]",,10.0
68,11.2,Occurrance,LenLog_1_10_1_10_20_5_4000.csv,10,5.0,20,15,,1,1,10,6,60.0,1.0,5.618577718734741,0.11873388290405273,"[3853, 3580, 2793, 2562, 2486, 1913, 1860, 1440, 1337, 484]","[2563, 2794, 3854, 2487, 1914, 3581]",,5.0
69,11.3,Occurrance,LenLog_1_10_1_10_20_5_4000.csv,10,5.0,20,20,,1,1,10,10,100.0,0.0,5.618577718734741,0.16805052757263184,"[3853, 3580, 2793, 2562, 2486, 1913, 1860, 1440, 1337, 484]","[1440, 2562, 1860, 484, 1337, 2793, 3853, 2486, 1913, 3580]",,0.0
70,11.4,Occurrance,LenLog_1_10_1_10_20_5_4000.csv,10,5.0,20,25,,1,1,10,10,100.0,3.0,5.618577718734741,0.1562786102294922,"[3853, 3580, 2793, 2562, 2486, 1913, 1860, 1440, 1337, 484]","[1437, 2559, 1857, 481, 1334, 2790, 3850, 2483, 1910, 3577]",,-5.0
71,11.5,Occurrance,LenLog_1_10_1_10_20_5_4000.csv,10,5.0,20,30,,1,1,10,9,90.0,1.0,5.618577718734741,0.1526949405670166,"[3853, 3580, 2793, 2562, 2486, 1913, 1860, 1440, 1337, 484]","[1439, 2561, 1859, 483, 1336, 3852, 2485, 1912, 3579]",,-10.0
72,12.0,Occurrance,LenLog_1_10_1_10_25_10_2500.csv,10,10.0,25,5,,1,1,10,5,50.0,2.0,3.986752510070801,0.06020689010620117,"[2216, 1907, 1627, 1531, 1481, 1274, 1092, 998, 558, 45]","[1094, 1000, 1483, 560, 1909]",,20.0
73,12.1,Occurrance,LenLog_1_10_1_10_25_10_2500.csv,10,10.0,25,10,,1,1,10,0,0.0,,3.986752510070801,0.04762625694274902,"[2216, 1907, 1627, 1531, 1481, 1274, 1092, 998, 558, 45]",[],,15.0
74,12.2,Occurrance,LenLog_1_10_1_10_25_10_2500.csv,10,10.0,25,15,,1,1,10,0,0.0,,3.986752510070801,0.05467581748962402,"[2216, 1907, 1627, 1531, 1481, 1274, 1092, 998, 558, 45]",[],,10.0
75,12.3,Occurrance,LenLog_1_10_1_10_25_10_2500.csv,10,10.0,25,20,,1,1,10,10,100.0,5.0,3.986752510070801,0.12712550163269043,"[2216, 1907, 1627, 1531, 1481, 1274, 1092, 998, 558, 45]","[1097, 1003, 2221, 1486, 50, 563, 1912, 1536, 1279, 1632]",,5.0
76,12.4,Occurrance,LenLog_1_10_1_10_25_10_2500.csv,10,10.0,25,25,,1,1,10,10,100.0,0.0,3.986752510070801,0.12757277488708496,"[2216, 1907, 1627, 1531, 1481, 1274, 1092, 998, 558, 45]","[1092, 998, 2216, 1481, 45, 558, 1907, 1531, 1274, 1627]",,0.0
77,12.5,Occurrance,LenLog_1_10_1_10_25_10_2500.csv,10,10.0,25,30,,1,1,10,10,100.0,1.9,3.986752510070801,0.10002374649047852,"[2216, 1907, 1627, 1531, 1481, 1274, 1092, 998, 558, 45]","[1090, 996, 2214, 1482, 43, 556, 1905, 1529, 1272, 1625]",,-5.0
78,13.0,Occurrance,LenLog_1_10_1_10_25_1_25000.csv,10,1.0,25,5,,1,1,10,9,90.0,0.0,35.747201919555664,2.8999149799346924,"[20726, 19282, 17170, 16176, 13569, 13145, 7557, 5431, 4258, 1634]","[13569, 4258, 1634, 7557, 16176, 19282, 17170, 5431, 13145]",,20.0
79,13.1,Occurrance,LenLog_1_10_1_10_25_1_25000.csv,10,1.0,25,10,,1,1,10,0,0.0,,35.747201919555664,3.0449886322021484,"[20726, 19282, 17170, 16176, 13569, 13145, 7557, 5431, 4258, 1634]",[],,15.0
80,13.2,Occurrance,LenLog_1_10_1_10_25_1_25000.csv,10,1.0,25,15,,1,1,10,8,80.0,4.0,35.747201919555664,3.813239336013794,"[20726, 19282, 17170, 16176, 13569, 13145, 7557, 5431, 4258, 1634]","[13565, 4254, 7553, 16172, 19278, 17166, 20722, 13141]",,10.0
81,13.3,Occurrance,LenLog_1_10_1_10_25_1_25000.csv,10,1.0,25,20,,1,1,10,10,100.0,0.0,35.747201919555664,3.205508232116699,"[20726, 19282, 17170, 16176, 13569, 13145, 7557, 5431, 4258, 1634]","[13569, 4258, 1634, 7557, 16176, 19282, 17170, 20726, 5431, 13145]",,5.0
82,13.4,Occurrance,LenLog_1_10_1_10_25_1_25000.csv,10,1.0,25,25,,1,1,10,10,100.0,0.0,35.747201919555664,3.1614034175872803,"[20726, 19282, 17170, 16176, 13569, 13145, 7557, 5431, 4258, 1634]","[13569, 4258, 1634, 7557, 16176, 19282, 17170, 20726, 5431, 13145]",,0.0
83,13.5,Occurrance,LenLog_1_10_1_10_25_1_25000.csv,10,1.0,25,30,,1,1,10,10,100.0,5.0,35.747201919555664,3.0649960041046143,"[20726, 19282, 17170, 16176, 13569, 13145, 7557, 5431, 4258, 1634]","[13564, 4253, 1629, 7552, 16171, 19277, 17165, 20721, 5426, 13140]",,-5.0
84,14.0,Occurrance,LenLog_1_10_1_10_25_2-5_10000.csv,10,2.5,25,5,,1,1,10,0,0.0,,12.572823762893677,0.5620336532592773,"[9780, 6722, 5513, 5435, 5181, 4378, 2699, 2469, 1094, 961]",[],,20.0
85,14.1,Occurrance,LenLog_1_10_1_10_25_2-5_10000.csv,10,2.5,25,10,,1,1,10,0,0.0,,12.572823762893677,0.6360995769500732,"[9780, 6722, 5513, 5435, 5181, 4378, 2699, 2469, 1094, 961]",[],,15.0
86,14.2,Occurrance,LenLog_1_10_1_10_25_2-5_10000.csv,10,2.5,25,15,,1,1,10,7,70.0,0.42857142857142855,12.572823762893677,0.6156041622161865,"[9780, 6722, 5513, 5435, 5181, 4378, 2699, 2469, 1094, 961]","[961, 6721, 2471, 5513, 4378, 5435, 5181]",,10.0
87,14.3,Occurrance,LenLog_1_10_1_10_25_2-5_10000.csv,10,2.5,25,20,,1,1,10,8,80.0,8.0,12.572823762893677,0.5824618339538574,"[9780, 6722, 5513, 5435, 5181, 4378, 2699, 2469, 1094, 961]","[969, 6730, 2477, 1102, 5521, 9788, 5443, 5189]",,5.0
88,14.4,Occurrance,LenLog_1_10_1_10_25_2-5_10000.csv,10,2.5,25,25,,1,1,10,10,100.0,3.1,12.572823762893677,0.6520404815673828,"[9780, 6722, 5513, 5435, 5181, 4378, 2699, 2469, 1094, 961]","[964, 6725, 2472, 1097, 5516, 2703, 9783, 4381, 5438, 5184]",,0.0
89,14.5,Occurrance,LenLog_1_10_1_10_25_2-5_10000.csv,10,2.5,25,30,,1,1,10,10,100.0,0.3,12.572823762893677,0.5937514305114746,"[9780, 6722, 5513, 5435, 5181, 4378, 2699, 2469, 1094, 961]","[961, 6721, 2471, 1094, 5513, 2699, 9780, 4378, 5435, 5181]",,-5.0
90,15.0,Occurrance,LenLog_1_10_1_10_25_5_5000.csv,10,5.0,25,5,,1,1,10,8,80.0,0.0,6.179447412490845,0.15520548820495605,"[4957, 4875, 3805, 3464, 2733, 2457, 2219, 1644, 1244, 1060]","[1060, 3464, 4957, 2733, 1644, 2457, 1244, 3805]",,20.0
91,15.1,Occurrance,LenLog_1_10_1_10_25_5_5000.csv,10,5.0,25,10,,1,1,10,1,10.0,1.0,6.179447412490845,0.13155841827392578,"[4957, 4875, 3805, 3464, 2733, 2457, 2219, 1644, 1244, 1060]",[4874],,15.0
92,15.2,Occurrance,LenLog_1_10_1_10_25_5_5000.csv,10,5.0,25,15,,1,1,10,0,0.0,,6.179447412490845,0.10714268684387207,"[4957, 4875, 3805, 3464, 2733, 2457, 2219, 1644, 1244, 1060]",[],,10.0
93,15.3,Occurrance,LenLog_1_10_1_10_25_5_5000.csv,10,5.0,25,20,,1,1,10,10,100.0,0.0,6.179447412490845,0.12111258506774902,"[4957, 4875, 3805, 3464, 2733, 2457, 2219, 1644, 1244, 1060]","[1060, 3464, 4875, 4957, 2733, 2219, 1644, 2457, 1244, 3805]",,5.0
