,experimentID,EncodingMethod,uiLogName,variationPercentage,percentageMotifsOverLog,motifLength,windowSize,windowSizeMatch,motifsToBeDiscovered,motifsDiscovered,numberOfOccurrancesToBeDiscovered,OccurancesDiscovered/TP,topMotifsT,DiscoveryPercentage,alignmentAccuracy,Precision,Recall,F1-Score,ExecutionTime,executionTimeEncoding,executionTimeDiscovery,motifSpots,discoveredSpots,DiscoveryLoops
0,0.0,Hierarchy,LenLog_1_10_1_10_10_10_1000.csv,10,10.0,10,5,-5,1,1,10,0,10,0.0,,0.0,0.0,0,17.841869831085205,0.009543418884277344,17.832326412200928,"[907, 695, 666, 507, 489, 417, 368, 343, 118, 56]",[],
1,0.1,Hierarchy,LenLog_1_10_1_10_10_10_1000.csv,10,10.0,10,10,0,1,1,10,1,10,10.0,5.0,0.1,0.1,0.10000000000000002,0.020931482315063477,0.009543418884277344,0.011388063430786133,"[907, 695, 666, 507, 489, 417, 368, 343, 118, 56]",[512],
2,0.2,Hierarchy,LenLog_1_10_1_10_10_10_1000.csv,10,10.0,10,15,5,1,1,10,2,10,20.0,4.0,0.2,0.2,0.20000000000000004,0.026337146759033203,0.009543418884277344,0.01679372787475586,"[907, 695, 666, 507, 489, 417, 368, 343, 118, 56]","[416, 500]",
3,0.3,Hierarchy,LenLog_1_10_1_10_10_10_1000.csv,10,10.0,10,20,10,1,1,10,1,10,10.0,0.0,0.1,0.1,0.10000000000000002,0.018180131912231445,0.009543418884277344,0.008636713027954102,"[907, 695, 666, 507, 489, 417, 368, 343, 118, 56]",[417],
4,0.4,Hierarchy,LenLog_1_10_1_10_10_10_1000.csv,10,10.0,10,25,15,1,1,10,3,10,30.0,9.0,0.3,0.3,0.3,0.024986982345581055,0.009543418884277344,0.015443563461303711,"[907, 695, 666, 507, 489, 417, 368, 343, 118, 56]","[412, 917, 380]",
5,0.5,Hierarchy,LenLog_1_10_1_10_10_10_1000.csv,10,10.0,10,30,20,1,1,10,2,10,20.0,7.5,0.2,0.2,0.20000000000000004,0.03287315368652344,0.009543418884277344,0.023329734802246094,"[907, 695, 666, 507, 489, 417, 368, 343, 118, 56]","[416, 921]",
6,1.0,Hierarchy,LenLog_1_10_1_10_10_1_10000.csv,10,1.0,10,5,-5,1,1,10,5,10,50.0,0.0,0.5,0.5,0.5,1.4497621059417725,0.011938095092773438,1.437824010848999,"[9973, 5343, 5290, 4658, 4225, 3359, 3182, 2861, 2384, 1032]","[4225, 3359, 1032, 2384, 4658]",
7,1.1,Hierarchy,LenLog_1_10_1_10_10_1_10000.csv,10,1.0,10,10,0,1,1,10,7,10,70.0,0.0,0.7,0.7,0.7,1.4301342964172363,0.011938095092773438,1.418196201324463,"[9973, 5343, 5290, 4658, 4225, 3359, 3182, 2861, 2384, 1032]","[4225, 3359, 1032, 2861, 2384, 4658, 9973]",
8,1.2,Hierarchy,LenLog_1_10_1_10_10_1_10000.csv,10,1.0,10,15,5,1,1,10,9,20,90.0,0.7777777777777778,0.45,0.9,0.6,1.2323188781738281,0.011938095092773438,1.2203807830810547,"[9973, 5343, 5290, 4658, 4225, 3359, 3182, 2861, 2384, 1032]","[4224, 3363, 1032, 5290, 2861, 3181, 2384, 4658, 5342]",
9,1.3,Hierarchy,LenLog_1_10_1_10_10_1_10000.csv,10,1.0,10,20,10,1,1,10,7,10,70.0,1.5714285714285714,0.7,0.7,0.7,1.304809808731079,0.011938095092773438,1.2928717136383057,"[9973, 5343, 5290, 4658, 4225, 3359, 3182, 2861, 2384, 1032]","[4223, 2860, 3180, 2383, 4657, 9971, 5341]",
10,1.4,Hierarchy,LenLog_1_10_1_10_10_1_10000.csv,10,1.0,10,25,15,1,1,10,7,10,70.0,1.4285714285714286,0.7,0.7,0.7,1.1680738925933838,0.011938095092773438,1.1561357975006104,"[9973, 5343, 5290, 4658, 4225, 3359, 3182, 2861, 2384, 1032]","[4223, 2860, 3181, 2383, 4657, 9971, 5341]",
11,1.5,Hierarchy,LenLog_1_10_1_10_10_1_10000.csv,10,1.0,10,30,20,1,1,10,6,10,60.0,7.0,0.6,0.6,0.6,1.2626640796661377,0.011938095092773438,1.2507259845733643,"[9973, 5343, 5290, 4658, 4225, 3359, 3182, 2861, 2384, 1032]","[2854, 3175, 2379, 4651, 9965, 5335]",
12,2.0,Hierarchy,LenLog_1_10_1_10_10_2-5_4000.csv,10,2.5,10,5,-5,1,1,10,2,10,20.0,1.0,0.2,0.2,0.20000000000000004,0.19964885711669922,0.01612377166748047,0.18352508544921875,"[3741, 3454, 3039, 2495, 2120, 1668, 1618, 1267, 307, 166]","[167, 3455]",
13,2.1,Hierarchy,LenLog_1_10_1_10_10_2-5_4000.csv,10,2.5,10,10,0,1,1,10,2,10,20.0,0.0,0.2,0.2,0.20000000000000004,0.2158205509185791,0.01612377166748047,0.19969677925109863,"[3741, 3454, 3039, 2495, 2120, 1668, 1618, 1267, 307, 166]","[1668, 1267]",
14,2.2,Hierarchy,LenLog_1_10_1_10_10_2-5_4000.csv,10,2.5,10,15,5,1,1,10,9,20,90.0,4.111111111111111,0.45,0.9,0.6,0.21579623222351074,0.01612377166748047,0.19967246055603027,"[3741, 3454, 3039, 2495, 2120, 1668, 1618, 1267, 307, 166]","[1664, 162, 2116, 1263, 303, 3036, 3738, 3447, 2491]",
15,2.3,Hierarchy,LenLog_1_10_1_10_10_2-5_4000.csv,10,2.5,10,20,10,1,1,10,7,10,70.0,9.714285714285714,0.7,0.7,0.7,0.2196953296661377,0.01612377166748047,0.20357155799865723,"[3741, 3454, 3039, 2495, 2120, 1668, 1618, 1267, 307, 166]","[1658, 156, 2111, 1257, 3029, 3731, 2486]",
16,2.4,Hierarchy,LenLog_1_10_1_10_10_2-5_4000.csv,10,2.5,10,25,15,1,1,10,0,10,0.0,,0.0,0.0,0,0.24267244338989258,0.01612377166748047,0.2265486717224121,"[3741, 3454, 3039, 2495, 2120, 1668, 1618, 1267, 307, 166]",[],
17,2.5,Hierarchy,LenLog_1_10_1_10_10_2-5_4000.csv,10,2.5,10,30,20,1,1,10,0,10,0.0,,0.0,0.0,0,0.23292136192321777,0.01612377166748047,0.2167975902557373,"[3741, 3454, 3039, 2495, 2120, 1668, 1618, 1267, 307, 166]",[],
18,3.0,Hierarchy,LenLog_1_10_1_10_10_5_2000.csv,10,5.0,10,5,-5,1,1,10,3,10,30.0,0.0,0.3,0.3,0.3,0.08311152458190918,0.016774892807006836,0.06633663177490234,"[1973, 1808, 1798, 1611, 1305, 1163, 896, 737, 546, 259]","[546, 259, 1798]",
19,3.1,Hierarchy,LenLog_1_10_1_10_10_5_2000.csv,10,5.0,10,10,0,1,1,10,5,10,50.0,0.0,0.5,0.5,0.5,0.10116934776306152,0.016774892807006836,0.08439445495605469,"[1973, 1808, 1798, 1611, 1305, 1163, 896, 737, 546, 259]","[737, 1163, 1808, 1973, 1305]",
20,3.2,Hierarchy,LenLog_1_10_1_10_10_5_2000.csv,10,5.0,10,15,5,1,1,10,3,10,30.0,5.0,0.3,0.3,0.3,0.09838986396789551,0.016774892807006836,0.08161497116088867,"[1973, 1808, 1798, 1611, 1305, 1163, 896, 737, 546, 259]","[891, 1158, 1968]",
21,3.3,Hierarchy,LenLog_1_10_1_10_10_5_2000.csv,10,5.0,10,20,10,1,1,10,4,10,40.0,3.5,0.4,0.4,0.4000000000000001,0.09310388565063477,0.016774892807006836,0.07632899284362793,"[1973, 1808, 1798, 1611, 1305, 1163, 896, 737, 546, 259]","[734, 1802, 1610, 1802]",
22,3.4,Hierarchy,LenLog_1_10_1_10_10_5_2000.csv,10,5.0,10,25,15,1,1,10,4,10,40.0,6.0,0.4,0.4,0.4000000000000001,0.07211875915527344,0.016774892807006836,0.0553438663482666,"[1973, 1808, 1798, 1611, 1305, 1163, 896, 737, 546, 259]","[541, 1600, 1159, 1969]",
23,3.5,Hierarchy,LenLog_1_10_1_10_10_5_2000.csv,10,5.0,10,30,20,1,1,10,2,10,20.0,5.0,0.2,0.2,0.20000000000000004,0.0655360221862793,0.016774892807006836,0.04876112937927246,"[1973, 1808, 1798, 1611, 1305, 1163, 896, 737, 546, 259]","[1801, 1801]",
24,4.0,Hierarchy,LenLog_1_10_1_10_15_10_1500.csv,10,10.0,15,5,-10,1,1,10,5,10,50.0,1.0,0.5,0.5,0.5,0.050275325775146484,0.0,0.050275325775146484,"[1426, 1246, 1135, 749, 477, 449, 308, 270, 195, 118]","[448, 194, 307, 117, 476]",
25,4.1,Hierarchy,LenLog_1_10_1_10_15_10_1500.csv,10,10.0,15,10,-5,1,1,10,4,10,40.0,1.0,0.4,0.4,0.4000000000000001,0.04962158203125,0.0,0.04962158203125,"[1426, 1246, 1135, 749, 477, 449, 308, 270, 195, 118]","[194, 307, 117, 476]",
26,4.2,Hierarchy,LenLog_1_10_1_10_15_10_1500.csv,10,10.0,15,15,0,1,1,10,3,10,30.0,1.0,0.3,0.3,0.3,0.05002403259277344,0.0,0.05002403259277344,"[1426, 1246, 1135, 749, 477, 449, 308, 270, 195, 118]","[194, 307, 117]",
27,4.3,Hierarchy,LenLog_1_10_1_10_15_10_1500.csv,10,10.0,15,20,5,1,1,10,10,20,100.0,5.8,0.5,1.0,0.6666666666666666,0.06645750999450684,0.0,0.06645750999450684,"[1426, 1246, 1135, 749, 477, 449, 308, 270, 195, 118]","[439, 190, 744, 266, 1126, 1420, 303, 113, 472, 1242]",
28,4.4,Hierarchy,LenLog_1_10_1_10_15_10_1500.csv,10,10.0,15,25,10,1,1,10,6,10,60.0,7.666666666666667,0.6,0.6,0.6,0.03355550765991211,0.0,0.03355550765991211,"[1426, 1246, 1135, 749, 477, 449, 308, 270, 195, 118]","[187, 263, 1127, 300, 469, 1239]",
29,4.5,Hierarchy,LenLog_1_10_1_10_15_10_1500.csv,10,10.0,15,30,15,1,1,10,10,20,100.0,8.1,0.5,1.0,0.6666666666666666,0.06699037551879883,0.0,0.06699037551879883,"[1426, 1246, 1135, 749, 477, 449, 308, 270, 195, 118]","[439, 184, 745, 266, 1126, 1423, 300, 109, 465, 1235]",
30,5.0,Hierarchy,LenLog_1_10_1_10_15_1_15000.csv,10,1.0,15,5,-10,1,1,10,0,10,0.0,,0.0,0.0,0,2.9823479652404785,0.01722264289855957,2.965125322341919,"[12088, 10124, 9940, 9266, 7762, 6403, 5866, 4587, 3055, 2830]",[],
31,5.1,Hierarchy,LenLog_1_10_1_10_15_1_15000.csv,10,1.0,15,10,-5,1,1,10,2,10,20.0,2.0,0.2,0.2,0.20000000000000004,2.7548208236694336,0.01722264289855957,2.737598180770874,"[12088, 10124, 9940, 9266, 7762, 6403, 5866, 4587, 3055, 2830]","[4589, 12090]",
32,5.2,Hierarchy,LenLog_1_10_1_10_15_1_15000.csv,10,1.0,15,15,0,1,1,10,6,10,60.0,0.0,0.6,0.6,0.6,2.7291901111602783,0.01722264289855957,2.7119674682617188,"[12088, 10124, 9940, 9266, 7762, 6403, 5866, 4587, 3055, 2830]","[6403, 5866, 10124, 9266, 7762, 9940]",
33,5.3,Hierarchy,LenLog_1_10_1_10_15_1_15000.csv,10,1.0,15,20,5,1,1,10,10,20,100.0,1.8,0.5,1.0,0.6666666666666666,2.700779914855957,0.01722264289855957,2.6835572719573975,"[12088, 10124, 9940, 9266, 7762, 6403, 5866, 4587, 3055, 2830]","[6400, 5865, 4586, 10121, 2827, 3052, 9264, 7762, 9938, 12088]",
34,5.4,Hierarchy,LenLog_1_10_1_10_15_1_15000.csv,10,1.0,15,25,10,1,1,10,0,10,0.0,,0.0,0.0,0,2.7508537769317627,0.01722264289855957,2.733631134033203,"[12088, 10124, 9940, 9266, 7762, 6403, 5866, 4587, 3055, 2830]",[],
35,5.5,Hierarchy,LenLog_1_10_1_10_15_1_15000.csv,10,1.0,15,30,15,1,1,10,0,10,0.0,,0.0,0.0,0,2.7072184085845947,0.01722264289855957,2.689995765686035,"[12088, 10124, 9940, 9266, 7762, 6403, 5866, 4587, 3055, 2830]",[],
36,6.0,Hierarchy,LenLog_1_10_1_10_15_2-5_6000.csv,10,2.5,15,5,-10,1,1,10,0,10,0.0,,0.0,0.0,0,0.4928252696990967,0.02543497085571289,0.4673902988433838,"[5477, 3644, 2846, 2723, 2100, 1852, 1789, 1617, 1022, 357]",[],
37,6.1,Hierarchy,LenLog_1_10_1_10_15_2-5_6000.csv,10,2.5,15,10,-5,1,1,10,9,20,90.0,0.0,0.45,0.9,0.6,0.47821736335754395,0.02543497085571289,0.45278239250183105,"[5477, 3644, 2846, 2723, 2100, 1852, 1789, 1617, 1022, 357]","[2723, 5477, 1852, 1617, 2100, 1022, 3644, 1789, 2846]",
38,6.2,Hierarchy,LenLog_1_10_1_10_15_2-5_6000.csv,10,2.5,15,15,0,1,1,10,10,20,100.0,0.0,0.5,1.0,0.6666666666666666,0.5699193477630615,0.02543497085571289,0.5444843769073486,"[5477, 3644, 2846, 2723, 2100, 1852, 1789, 1617, 1022, 357]","[2723, 5477, 1852, 357, 1617, 2100, 1022, 3644, 1789, 2846]",
39,6.3,Hierarchy,LenLog_1_10_1_10_15_2-5_6000.csv,10,2.5,15,20,5,1,1,10,10,20,100.0,3.2,0.5,1.0,0.6666666666666666,0.46942830085754395,0.02543497085571289,0.44399333000183105,"[5477, 3644, 2846, 2723, 2100, 1852, 1789, 1617, 1022, 357]","[2720, 5474, 1848, 353, 1613, 2097, 1019, 3642, 1786, 2843]",
40,6.4,Hierarchy,LenLog_1_10_1_10_15_2-5_6000.csv,10,2.5,15,25,10,1,1,10,0,10,0.0,,0.0,0.0,0,0.49405860900878906,0.02543497085571289,0.46862363815307617,"[5477, 3644, 2846, 2723, 2100, 1852, 1789, 1617, 1022, 357]",[],
41,6.5,Hierarchy,LenLog_1_10_1_10_15_2-5_6000.csv,10,2.5,15,30,15,1,1,10,0,10,0.0,,0.0,0.0,0,0.5092198848724365,0.02543497085571289,0.48378491401672363,"[5477, 3644, 2846, 2723, 2100, 1852, 1789, 1617, 1022, 357]",[],
42,7.0,Hierarchy,LenLog_1_10_1_10_15_5_3000.csv,10,5.0,15,5,-10,1,1,10,1,10,10.0,1.0,0.1,0.1,0.10000000000000002,0.14808893203735352,0.016747713088989258,0.13134121894836426,"[2598, 1700, 1674, 1247, 1165, 926, 815, 189, 162, 37]",[816],
43,7.1,Hierarchy,LenLog_1_10_1_10_15_5_3000.csv,10,5.0,15,10,-5,1,1,10,0,10,0.0,,0.0,0.0,0,0.12364840507507324,0.016747713088989258,0.10690069198608398,"[2598, 1700, 1674, 1247, 1165, 926, 815, 189, 162, 37]",[],
44,7.2,Hierarchy,LenLog_1_10_1_10_15_5_3000.csv,10,5.0,15,15,0,1,1,10,9,20,90.0,0.2222222222222222,0.45,0.9,0.6,0.14988374710083008,0.016747713088989258,0.13313603401184082,"[2598, 1700, 1674, 1247, 1165, 926, 815, 189, 162, 37]","[160, 1700, 37, 2598, 1674, 1165, 815, 926, 1247]",
45,7.3,Hierarchy,LenLog_1_10_1_10_15_5_3000.csv,10,5.0,15,20,5,1,1,10,10,20,100.0,1.1,0.5,1.0,0.6666666666666666,0.14726805686950684,0.016747713088989258,0.13052034378051758,"[2598, 1700, 1674, 1247, 1165, 926, 815, 189, 162, 37]","[161, 1700, 36, 2602, 1675, 1163, 815, 190, 926, 1246]",
46,7.4,Hierarchy,LenLog_1_10_1_10_15_5_3000.csv,10,5.0,15,25,10,1,1,10,9,20,90.0,9.444444444444445,0.45,0.9,0.6,0.13347744941711426,0.016747713088989258,0.116729736328125,"[2598, 1700, 1674, 1247, 1165, 926, 815, 189, 162, 37]","[1690, 28, 2589, 1665, 1153, 806, 181, 917, 1237]",
47,7.5,Hierarchy,LenLog_1_10_1_10_15_5_3000.csv,10,5.0,15,30,15,1,1,10,4,10,40.0,15.0,0.4,0.4,0.4000000000000001,0.13325977325439453,0.016747713088989258,0.11651206016540527,"[2598, 1700, 1674, 1247, 1165, 926, 815, 189, 162, 37]","[2583, 1659, 800, 911]",
48,8.0,Hierarchy,LenLog_1_10_1_10_20_10_2000.csv,10,10.0,20,5,-15,1,1,10,8,20,80.0,0.0,0.4,0.8,0.5333333333333333,0.11480164527893066,0.016814470291137695,0.09798717498779297,"[1925, 1550, 1353, 902, 838, 758, 331, 298, 264, 100]","[100, 1925, 902, 838, 264, 1353, 298, 758]",
49,8.1,Hierarchy,LenLog_1_10_1_10_20_10_2000.csv,10,10.0,20,10,-10,1,1,10,8,20,80.0,0.0,0.4,0.8,0.5333333333333333,0.09003949165344238,0.016814470291137695,0.07322502136230469,"[1925, 1550, 1353, 902, 838, 758, 331, 298, 264, 100]","[100, 1925, 902, 264, 1353, 298, 331, 758]",
50,8.2,Hierarchy,LenLog_1_10_1_10_20_10_2000.csv,10,10.0,20,15,-5,1,1,10,6,10,60.0,0.0,0.6,0.6,0.6,0.07699799537658691,0.016814470291137695,0.06018352508544922,"[1925, 1550, 1353, 902, 838, 758, 331, 298, 264, 100]","[100, 902, 264, 1353, 298, 758]",
51,8.3,Hierarchy,LenLog_1_10_1_10_20_10_2000.csv,10,10.0,20,20,0,1,1,10,9,20,90.0,0.0,0.45,0.9,0.6,0.08357787132263184,0.016814470291137695,0.06676340103149414,"[1925, 1550, 1353, 902, 838, 758, 331, 298, 264, 100]","[100, 1925, 902, 838, 264, 1353, 298, 1550, 758]",
52,8.4,Hierarchy,LenLog_1_10_1_10_20_10_2000.csv,10,10.0,20,25,5,1,1,10,10,20,100.0,0.9,0.5,1.0,0.6666666666666666,0.07406759262084961,0.016814470291137695,0.057253122329711914,"[1925, 1550, 1353, 902, 838, 758, 331, 298, 264, 100]","[99, 1924, 901, 837, 263, 1352, 297, 330, 1549, 758]",
53,8.5,Hierarchy,LenLog_1_10_1_10_20_10_2000.csv,10,10.0,20,30,10,1,1,10,10,20,100.0,6.6,0.5,1.0,0.6666666666666666,0.11789560317993164,0.016814470291137695,0.10108113288879395,"[1925, 1550, 1353, 902, 838, 758, 331, 298, 264, 100]","[94, 1919, 896, 832, 258, 1347, 292, 318, 1544, 753]",
54,9.0,Hierarchy,LenLog_1_10_1_10_20_1_20000.csv,10,1.0,20,5,-15,1,1,10,2,10,20.0,1.0,0.2,0.2,0.20000000000000004,4.549638271331787,0.030958890914916992,4.51867938041687,"[19702, 15775, 13417, 8417, 7940, 4976, 4460, 3496, 1068, 156]","[3497, 157]",
55,9.1,Hierarchy,LenLog_1_10_1_10_20_1_20000.csv,10,1.0,20,10,-10,1,1,10,0,10,0.0,,0.0,0.0,0,4.769833087921143,0.030958890914916992,4.738874197006226,"[19702, 15775, 13417, 8417, 7940, 4976, 4460, 3496, 1068, 156]",[],
56,9.2,Hierarchy,LenLog_1_10_1_10_20_1_20000.csv,10,1.0,20,15,-5,1,1,10,5,10,50.0,0.0,0.5,0.5,0.5,4.837342023849487,0.030958890914916992,4.80638313293457,"[19702, 15775, 13417, 8417, 7940, 4976, 4460, 3496, 1068, 156]","[7940, 13417, 4976, 19702, 15775]",
57,9.3,Hierarchy,LenLog_1_10_1_10_20_1_20000.csv,10,1.0,20,20,0,1,1,10,5,10,50.0,0.0,0.5,0.5,0.5,4.730311870574951,0.030958890914916992,4.699352979660034,"[19702, 15775, 13417, 8417, 7940, 4976, 4460, 3496, 1068, 156]","[7940, 13417, 4976, 19702, 15775]",
58,9.4,Hierarchy,LenLog_1_10_1_10_20_1_20000.csv,10,1.0,20,25,5,1,1,10,10,20,100.0,0.9,0.5,1.0,0.6666666666666666,5.043366193771362,0.030958890914916992,5.012407302856445,"[19702, 15775, 13417, 8417, 7940, 4976, 4460, 3496, 1068, 156]","[8418, 7940, 3498, 13419, 4460, 1068, 4976, 19702, 160, 15775]",
59,9.5,Hierarchy,LenLog_1_10_1_10_20_1_20000.csv,10,1.0,20,30,10,1,1,10,9,20,90.0,2.3333333333333335,0.45,0.9,0.6,5.061434268951416,0.030958890914916992,5.030475378036499,"[19702, 15775, 13417, 8417, 7940, 4976, 4460, 3496, 1068, 156]","[8416, 7942, 3498, 13419, 4460, 4977, 19713, 158, 15775]",
60,10.0,Hierarchy,LenLog_1_10_1_10_20_2-5_8000.csv,10,2.5,20,5,-15,1,1,10,0,10,0.0,,0.0,0.0,0,0.6444356441497803,0.014823675155639648,0.6296119689941406,"[5855, 5363, 3157, 1537, 1290, 1097, 846, 735, 593, 408]",[],
61,10.1,Hierarchy,LenLog_1_10_1_10_20_2-5_8000.csv,10,2.5,20,10,-10,1,1,10,7,10,70.0,0.0,0.7,0.7,0.7,0.8205392360687256,0.014823675155639648,0.8057155609130859,"[5855, 5363, 3157, 1537, 1290, 1097, 846, 735, 593, 408]","[1537, 1097, 1290, 735, 5363, 408, 5855]",
62,10.2,Hierarchy,LenLog_1_10_1_10_20_2-5_8000.csv,10,2.5,20,15,-5,1,1,10,6,10,60.0,1.8333333333333333,0.6,0.6,0.6,0.7423946857452393,0.014823675155639648,0.7275710105895996,"[5855, 5363, 3157, 1537, 1290, 1097, 846, 735, 593, 408]","[1539, 1099, 1292, 737, 3158, 5857]",
63,10.3,Hierarchy,LenLog_1_10_1_10_20_2-5_8000.csv,10,2.5,20,20,0,1,1,10,8,20,80.0,0.0,0.4,0.8,0.5333333333333333,0.8048133850097656,0.014823675155639648,0.789989709854126,"[5855, 5363, 3157, 1537, 1290, 1097, 846, 735, 593, 408]","[1537, 1097, 1290, 846, 735, 5363, 408, 5855]",
64,10.4,Hierarchy,LenLog_1_10_1_10_20_2-5_8000.csv,10,2.5,20,25,5,1,1,10,10,20,100.0,2.9,0.5,1.0,0.6666666666666666,0.8984949588775635,0.014823675155639648,0.8836712837219238,"[5855, 5363, 3157, 1537, 1290, 1097, 846, 735, 593, 408]","[1534, 1094, 1287, 843, 590, 732, 5360, 3154, 405, 5853]",
65,10.5,Hierarchy,LenLog_1_10_1_10_20_2-5_8000.csv,10,2.5,20,30,10,1,1,10,10,20,100.0,1.3,0.5,1.0,0.6666666666666666,0.7806816101074219,0.014823675155639648,0.7658579349517822,"[5855, 5363, 3157, 1537, 1290, 1097, 846, 735, 593, 408]","[1539, 1099, 1292, 845, 591, 733, 5362, 3157, 407, 5855]",
66,11.0,Hierarchy,LenLog_1_10_1_10_20_5_4000.csv,10,5.0,20,5,-15,1,1,10,0,10,0.0,,0.0,0.0,0,0.1681678295135498,0.012749433517456055,0.15541839599609375,"[3853, 3580, 2793, 2562, 2486, 1913, 1860, 1440, 1337, 484]",[],
67,11.1,Hierarchy,LenLog_1_10_1_10_20_5_4000.csv,10,5.0,20,10,-10,1,1,10,6,10,60.0,1.0,0.6,0.6,0.6,0.22362542152404785,0.012749433517456055,0.2108759880065918,"[3853, 3580, 2793, 2562, 2486, 1913, 1860, 1440, 1337, 484]","[2563, 2794, 3854, 2487, 1914, 3581]",
68,11.2,Hierarchy,LenLog_1_10_1_10_20_5_4000.csv,10,5.0,20,15,-5,1,1,10,5,10,50.0,1.0,0.5,0.5,0.5,0.21287131309509277,0.012749433517456055,0.20012187957763672,"[3853, 3580, 2793, 2562, 2486, 1913, 1860, 1440, 1337, 484]","[2563, 2794, 2487, 1914, 3581]",
69,11.3,Hierarchy,LenLog_1_10_1_10_20_5_4000.csv,10,5.0,20,20,0,1,1,10,9,20,90.0,0.0,0.45,0.9,0.6,0.23347210884094238,0.012749433517456055,0.22072267532348633,"[3853, 3580, 2793, 2562, 2486, 1913, 1860, 1440, 1337, 484]","[1440, 2562, 1860, 484, 1337, 2793, 3853, 2486, 3580]",
70,11.4,Hierarchy,LenLog_1_10_1_10_20_5_4000.csv,10,5.0,20,25,5,1,1,10,10,20,100.0,2.0,0.5,1.0,0.6666666666666666,0.2484281063079834,0.012749433517456055,0.23567867279052734,"[3853, 3580, 2793, 2562, 2486, 1913, 1860, 1440, 1337, 484]","[1438, 2560, 1858, 482, 1335, 2791, 3851, 2484, 1911, 3578]",
71,11.5,Hierarchy,LenLog_1_10_1_10_20_5_4000.csv,10,5.0,20,30,10,1,1,10,10,20,100.0,4.7,0.5,1.0,0.6666666666666666,0.24614977836608887,0.012749433517456055,0.2334003448486328,"[3853, 3580, 2793, 2562, 2486, 1913, 1860, 1440, 1337, 484]","[1435, 2557, 1855, 480, 1332, 2787, 3848, 2481, 1909, 3577]",
72,12.0,Hierarchy,LenLog_1_10_1_10_25_10_2500.csv,10,10.0,25,5,-20,1,1,10,0,10,0.0,,0.0,0.0,0,0.06862044334411621,0.002274036407470703,0.06634640693664551,"[2216, 1907, 1627, 1531, 1481, 1274, 1092, 998, 558, 45]",[],
73,12.1,Hierarchy,LenLog_1_10_1_10_25_10_2500.csv,10,10.0,25,10,-15,1,1,10,2,10,20.0,1.0,0.2,0.2,0.20000000000000004,0.07337594032287598,0.002274036407470703,0.07110190391540527,"[2216, 1907, 1627, 1531, 1481, 1274, 1092, 998, 558, 45]","[1093, 1908]",
74,12.2,Hierarchy,LenLog_1_10_1_10_25_10_2500.csv,10,10.0,25,15,-10,1,1,10,9,20,90.0,3.111111111111111,0.45,0.9,0.6,0.09006810188293457,0.002274036407470703,0.08779406547546387,"[2216, 1907, 1627, 1531, 1481, 1274, 1092, 998, 558, 45]","[1095, 1001, 2219, 48, 561, 1910, 1534, 1277, 1631]",
75,12.3,Hierarchy,LenLog_1_10_1_10_25_10_2500.csv,10,10.0,25,20,-5,1,1,10,10,20,100.0,0.2,0.5,1.0,0.6666666666666666,0.10263276100158691,0.002274036407470703,0.10035872459411621,"[2216, 1907, 1627, 1531, 1481, 1274, 1092, 998, 558, 45]","[1092, 998, 2216, 1480, 45, 558, 1907, 1531, 1274, 1628]",
76,12.4,Hierarchy,LenLog_1_10_1_10_25_10_2500.csv,10,10.0,25,25,0,1,1,10,10,20,100.0,0.1,0.5,1.0,0.6666666666666666,0.1024312973022461,0.002274036407470703,0.10015726089477539,"[2216, 1907, 1627, 1531, 1481, 1274, 1092, 998, 558, 45]","[1092, 998, 2216, 1480, 45, 558, 1907, 1531, 1274, 1627]",
77,12.5,Hierarchy,LenLog_1_10_1_10_25_10_2500.csv,10,10.0,25,30,5,1,1,10,10,20,100.0,2.9,0.5,1.0,0.6666666666666666,0.08578181266784668,0.002274036407470703,0.08350777626037598,"[2216, 1907, 1627, 1531, 1481, 1274, 1092, 998, 558, 45]","[1089, 995, 2213, 1478, 42, 555, 1904, 1528, 1271, 1625]",
78,13.0,Hierarchy,LenLog_1_10_1_10_25_1_25000.csv,10,1.0,25,5,-20,1,1,10,7,10,70.0,0.0,0.7,0.7,0.7,7.461055278778076,0.027369976043701172,7.433685302734375,"[20726, 19282, 17170, 16176, 13569, 13145, 7557, 5431, 4258, 1634]","[13569, 4258, 1634, 7557, 17170, 5431, 13145]",
79,13.1,Hierarchy,LenLog_1_10_1_10_25_1_25000.csv,10,1.0,25,10,-15,1,1,10,0,10,0.0,,0.0,0.0,0,7.623286008834839,0.027369976043701172,7.595916032791138,"[20726, 19282, 17170, 16176, 13569, 13145, 7557, 5431, 4258, 1634]",[],
80,13.2,Hierarchy,LenLog_1_10_1_10_25_1_25000.csv,10,1.0,25,15,-10,1,1,10,3,10,30.0,0.0,0.3,0.3,0.3,7.893598318099976,0.027369976043701172,7.866228342056274,"[20726, 19282, 17170, 16176, 13569, 13145, 7557, 5431, 4258, 1634]","[13569, 4258, 17170]",
81,13.3,Hierarchy,LenLog_1_10_1_10_25_1_25000.csv,10,1.0,25,20,-5,1,1,10,9,20,90.0,0.3333333333333333,0.45,0.9,0.6,7.4662275314331055,0.027369976043701172,7.438857555389404,"[20726, 19282, 17170, 16176, 13569, 13145, 7557, 5431, 4258, 1634]","[13569, 4258, 1634, 7560, 16176, 19282, 17170, 5431, 13145]",
