experimentID,EncodingMethod,uiLogName,variationPercentage,percentageMotifsOverLog,motifLength,windowSize,windowSizeMatch,motifsToBeDiscovered,motifsDiscovered,numberOfOccurrancesToBeDiscovered,OccurancesDiscovered/TP,topMotifsT,DiscoveryPercentage,alignmentAccuracy,Precision,Recall,F1-Score,ExecutionTime,executionTimeEncoding,executionTimeDistanceMeasure,motifSpots,discoveredSpots,DiscoveryLoops
26.5,HierarchyAware,LenLog_1_20_1_30_5_10_1500.csv,20,10.0,5,30,25,1,1,30,6,10,20.0,0.47777777777777786,0.6,0.2,0.3,1.1738293170928955,0.8343329429626465,0.8343329429626465,"[1589, 1518, 1477, 1470, 1439, 1401, 1252, 1240, 1166, 1136, 1082, 1029, 847, 837, 713, 687, 648, 611, 520, 419, 401, 356, 342, 291, 247, 228, 209, 182, 34, 0]","[528, 1450, 697, 700, 606, 1401]",1
27.0,HierarchyAware,LenLog_1_10_1_10_10_5_2000.csv,10,5.0,10,5,-5,1,1,10,4,10,40.0,0.5,0.4,0.4,0.4000000000000001,1.5598018169403076,1.4598157405853271,1.4598157405853271,"[1973, 1808, 1798, 1611, 1305, 1163, 896, 737, 546, 259]","[260, 1799, 1164, 1809]",1
27.1,HierarchyAware,LenLog_1_10_1_10_10_5_2000.csv,10,5.0,10,10,0,1,1,10,4,10,40.0,1.0,0.4,0.4,0.4000000000000001,1.6852748394012451,1.4598157405853271,1.4598157405853271,"[1973, 1808, 1798, 1611, 1305, 1163, 896, 737, 546, 259]","[737, 259, 1798, 1808]",1
27.2,HierarchyAware,LenLog_1_10_1_10_10_5_2000.csv,10,5.0,10,15,5,1,1,10,2,10,20.0,0.6428571428571428,0.2,0.2,0.20000000000000004,1.780552864074707,1.4598157405853271,1.4598157405853271,"[1973, 1808, 1798, 1611, 1305, 1163, 896, 737, 546, 259]","[1798, 1803]",1
27.3,HierarchyAware,LenLog_1_10_1_10_10_5_2000.csv,10,5.0,10,20,10,1,1,10,0,10,0.0,0.0,0.0,0.0,0.0,1.8487629890441895,1.4598157405853271,1.4598157405853271,"[1973, 1808, 1798, 1611, 1305, 1163, 896, 737, 546, 259]",[],1
27.4,HierarchyAware,LenLog_1_10_1_10_10_5_2000.csv,10,5.0,10,25,15,1,1,10,1,10,10.0,0.16666666666666663,0.1,0.1,0.10000000000000002,1.9366002082824707,1.4598157405853271,1.4598157405853271,"[1973, 1808, 1798, 1611, 1305, 1163, 896, 737, 546, 259]",[1173],1
27.5,HierarchyAware,LenLog_1_10_1_10_10_5_2000.csv,10,5.0,10,30,20,1,1,10,1,10,10.0,0.2666666666666667,0.1,0.1,0.10000000000000002,1.991736888885498,1.4598157405853271,1.4598157405853271,"[1973, 1808, 1798, 1611, 1305, 1163, 896, 737, 546, 259]",[1622],1
28.0,HierarchyAware,LenLog_1_10_1_10_20_10_2000.csv,10,10.0,20,5,-15,1,1,10,3,10,30.0,1.0,0.3,0.3,0.3,1.5427048206329346,1.4150686264038086,1.4150686264038086,"[1925, 1550, 1353, 902, 838, 758, 331, 298, 264, 100]","[902, 838, 758]",1
28.1,HierarchyAware,LenLog_1_10_1_10_20_10_2000.csv,10,10.0,20,10,-10,1,1,10,7,10,70.0,1.0,0.7,0.7,0.7,1.6297814846038818,1.4150686264038086,1.4150686264038086,"[1925, 1550, 1353, 902, 838, 758, 331, 298, 264, 100]","[1925, 902, 838, 264, 298, 331, 758]",1
28.2,HierarchyAware,LenLog_1_10_1_10_20_10_2000.csv,10,10.0,20,15,-5,1,1,10,10,20,100.0,0.8142857142857144,0.5,1.0,0.6666666666666666,1.731456995010376,1.4150686264038086,1.4150686264038086,"[1925, 1550, 1353, 902, 838, 758, 331, 298, 264, 100]","[100, 1923, 901, 837, 263, 1350, 295, 330, 1549, 758]",2
28.3,HierarchyAware,LenLog_1_10_1_10_20_10_2000.csv,10,10.0,20,20,0,1,1,10,10,20,100.0,0.8,0.5,1.0,0.6666666666666666,1.8033688068389893,1.4150686264038086,1.4150686264038086,"[1925, 1550, 1353, 902, 838, 758, 331, 298, 264, 100]","[92, 1923, 902, 838, 261, 1352, 298, 331, 1544, 758]",2
28.4,HierarchyAware,LenLog_1_10_1_10_20_10_2000.csv,10,10.0,20,25,5,1,1,10,9,20,90.0,0.6111111111111112,0.45,0.9,0.6,1.878209114074707,1.4150686264038086,1.4150686264038086,"[1925, 1550, 1353, 902, 838, 758, 331, 298, 264, 100]","[96, 1932, 897, 833, 257, 1352, 286, 330, 758]",2
28.5,HierarchyAware,LenLog_1_10_1_10_20_10_2000.csv,10,10.0,20,30,10,1,1,10,7,10,70.0,0.7523809523809525,0.7,0.7,0.7,2.050577163696289,1.4150686264038086,1.4150686264038086,"[1925, 1550, 1353, 902, 838, 758, 331, 298, 264, 100]","[897, 833, 261, 1350, 293, 326, 758]",1
29.0,HierarchyAware,LenLog_1_10_1_10_5_2-5_2000.csv,10,2.5,5,5,0,1,1,10,6,10,60.0,1.0,0.6,0.6,0.6,1.6088666915893555,1.4432950019836426,1.4432950019836426,"[1953, 1757, 1354, 1321, 1271, 870, 575, 200, 105, 55]","[200, 1321, 1354, 105, 55, 1271]",1
29.1,HierarchyAware,LenLog_1_10_1_10_5_2-5_2000.csv,10,2.5,5,10,5,1,1,10,1,10,10.0,0.6,0.1,0.1,0.10000000000000002,1.757735252380371,1.4432950019836426,1.4432950019836426,"[1953, 1757, 1354, 1321, 1271, 870, 575, 200, 105, 55]",[1356],1
29.2,HierarchyAware,LenLog_1_10_1_10_5_2-5_2000.csv,10,2.5,5,15,10,1,1,10,0,10,0.0,0.0,0.0,0.0,0.0,1.753462791442871,1.4432950019836426,1.4432950019836426,"[1953, 1757, 1354, 1321, 1271, 870, 575, 200, 105, 55]",[],1
29.3,HierarchyAware,LenLog_1_10_1_10_5_2-5_2000.csv,10,2.5,5,20,15,1,1,10,0,10,0.0,0.0,0.0,0.0,0.0,1.8531086444854736,1.4432950019836426,1.4432950019836426,"[1953, 1757, 1354, 1321, 1271, 870, 575, 200, 105, 55]",[],1
29.4,HierarchyAware,LenLog_1_10_1_10_5_2-5_2000.csv,10,2.5,5,25,20,1,1,10,2,10,20.0,0.041666666666666685,0.2,0.2,0.20000000000000004,1.9815936088562012,1.4432950019836426,1.4432950019836426,"[1953, 1757, 1354, 1321, 1271, 870, 575, 200, 105, 55]","[188, 1282]",1
29.5,HierarchyAware,LenLog_1_10_1_10_5_2-5_2000.csv,10,2.5,5,30,25,1,1,10,3,10,30.0,0.11111111111111109,0.3,0.3,0.3,2.073251724243164,1.4432950019836426,1.4432950019836426,"[1953, 1757, 1354, 1321, 1271, 870, 575, 200, 105, 55]","[855, 187, 1333]",1
30.0,HierarchyAware,LenLog_1_10_1_20_10_10_2000.csv,10,10.0,10,5,-5,1,1,20,15,20,75.0,0.4666666666666667,0.75,0.75,0.75,1.1655046939849854,1.0356378555297852,1.0356378555297852,"[1973, 1889, 1434, 1419, 1403, 1368, 1357, 1338, 1160, 1060, 891, 863, 840, 789, 616, 579, 430, 354, 151, 60]","[1420, 1405, 790, 152, 1434, 432, 1336, 61, 841, 1357, 1368, 862, 356, 617, 890]",2
30.1,HierarchyAware,LenLog_1_10_1_20_10_10_2000.csv,10,10.0,10,10,0,1,1,20,20,30,100.0,0.7900000000000001,0.6666666666666666,1.0,0.8,1.2874548435211182,1.0356378555297852,1.0356378555297852,"[1973, 1889, 1434, 1419, 1403, 1368, 1357, 1338, 1160, 1060, 891, 863, 840, 789, 616, 579, 430, 354, 151, 60]","[1160, 1418, 1403, 789, 151, 1432, 1055, 430, 1972, 1336, 60, 580, 840, 1356, 1363, 863, 1888, 354, 617, 890]",3
30.2,HierarchyAware,LenLog_1_10_1_20_10_10_2000.csv,10,10.0,10,15,5,1,1,20,20,30,100.0,0.5357142857142858,0.6666666666666666,1.0,0.8,1.3873846530914307,1.0356378555297852,1.0356378555297852,"[1973, 1889, 1434, 1419, 1403, 1368, 1357, 1338, 1160, 1060, 891, 863, 840, 789, 616, 579, 430, 354, 151, 60]","[1162, 1414, 1399, 785, 150, 1429, 1060, 425, 1968, 1333, 57, 580, 838, 1353, 1364, 859, 1884, 354, 617, 886]",3
30.3,HierarchyAware,LenLog_1_10_1_20_10_10_2000.csv,10,10.0,10,20,10,1,1,20,20,30,100.0,0.6249999999999999,0.6666666666666666,1.0,0.8,1.505396842956543,1.0356378555297852,1.0356378555297852,"[1973, 1889, 1434, 1419, 1403, 1368, 1357, 1338, 1160, 1060, 891, 863, 840, 789, 616, 579, 430, 354, 151, 60]","[1162, 1417, 1403, 786, 152, 1434, 1060, 424, 1964, 1339, 50, 576, 837, 1357, 1368, 854, 1880, 349, 612, 883]",3
30.4,HierarchyAware,LenLog_1_10_1_20_10_10_2000.csv,10,10.0,10,25,15,1,1,20,15,20,75.0,0.5666666666666667,0.75,0.75,0.75,1.4963483810424805,1.0356378555297852,1.0356378555297852,"[1973, 1889, 1434, 1419, 1403, 1368, 1357, 1338, 1160, 1060, 891, 863, 840, 789, 616, 579, 430, 354, 151, 60]","[1158, 1419, 1402, 781, 143, 1422, 1056, 1339, 56, 828, 1357, 1357, 349, 610, 887]",2
30.5,HierarchyAware,LenLog_1_10_1_20_10_10_2000.csv,10,10.0,10,30,20,1,1,20,13,20,65.0,0.6256410256410256,0.65,0.65,0.65,1.6836330890655518,1.0356378555297852,1.0356378555297852,"[1973, 1889, 1434, 1419, 1403, 1368, 1357, 1338, 1160, 1060, 891, 863, 840, 789, 616, 579, 430, 354, 151, 60]","[1419, 1402, 783, 145, 1419, 1337, 829, 1355, 1355, 872, 352, 612, 888]",2
31.0,HierarchyAware,LenLog_1_10_1_20_5_5_2000.csv,10,5.0,5,5,0,1,1,20,17,30,85.0,1.0,0.5666666666666667,0.85,0.68,1.1238646507263184,0.9815609455108643,0.9815609455108643,"[1827, 1754, 1719, 1578, 1528, 1510, 1431, 1356, 1275, 1176, 1149, 1040, 883, 657, 491, 482, 428, 419, 338, 126]","[1040, 1431, 1176, 1827, 419, 1578, 428, 1719, 1356, 338, 1754, 482, 1510, 491, 1528, 1275, 1149]",3
31.1,HierarchyAware,LenLog_1_10_1_20_5_5_2000.csv,10,5.0,5,10,5,1,1,20,2,10,10.0,0.0,0.2,0.1,0.13333333333333333,1.2378289699554443,0.9815609455108643,0.9815609455108643,"[1827, 1754, 1719, 1578, 1528, 1510, 1431, 1356, 1275, 1176, 1149, 1040, 883, 657, 491, 482, 428, 419, 338, 126]","[1583, 1361]",1
31.2,HierarchyAware,LenLog_1_10_1_20_5_5_2000.csv,10,5.0,5,15,10,1,1,20,3,10,15.0,0.8095238095238096,0.3,0.15,0.2,1.3356866836547852,0.9815609455108643,0.9815609455108643,"[1827, 1754, 1719, 1578, 1528, 1510, 1431, 1356, 1275, 1176, 1149, 1040, 883, 657, 491, 482, 428, 419, 338, 126]","[419, 1582, 482]",1
31.3,HierarchyAware,LenLog_1_10_1_20_5_5_2000.csv,10,5.0,5,20,15,1,1,20,6,10,30.0,0.5833333333333334,0.6,0.3,0.4,1.5463900566101074,0.9815609455108643,0.9815609455108643,"[1827, 1754, 1719, 1578, 1528, 1510, 1431, 1356, 1275, 1176, 1149, 1040, 883, 657, 491, 482, 428, 419, 338, 126]","[419, 419, 1722, 482, 482, 887]",1
31.4,HierarchyAware,LenLog_1_10_1_20_5_5_2000.csv,10,5.0,5,25,20,1,1,20,5,10,25.0,0.38333333333333336,0.5,0.25,0.3333333333333333,1.6618969440460205,0.9815609455108643,0.9815609455108643,"[1827, 1754, 1719, 1578, 1528, 1510, 1431, 1356, 1275, 1176, 1149, 1040, 883, 657, 491, 482, 428, 419, 338, 126]","[1184, 414, 1708, 1746, 477]",1
31.5,HierarchyAware,LenLog_1_10_1_20_5_5_2000.csv,10,5.0,5,30,25,1,1,20,13,20,65.0,0.4871794871794871,0.65,0.65,0.65,1.738368272781372,0.9815609455108643,0.9815609455108643,"[1827, 1754, 1719, 1578, 1528, 1510, 1431, 1356, 1275, 1176, 1149, 1040, 883, 657, 491, 482, 428, 419, 338, 126]","[1425, 1181, 414, 1586, 414, 1361, 477, 477, 888, 1534, 1268, 1142, 139]",2
32.0,HierarchyAware,LenLog_1_1_10_10_5_2000.csv,0,5.0,10,5,-5,1,1,10,7,10,70.0,1.0,0.7,0.7,0.7,0.728785514831543,0.5959622859954834,0.5959622859954834,"[1804, 1747, 1703, 1426, 706, 408, 362, 314, 289, 0]","[289, 1703, 362, 1804, 1747, 408, 314]",1
32.1,HierarchyAware,LenLog_1_1_10_10_5_2000.csv,0,5.0,10,10,0,1,1,10,9,20,90.0,0.9555555555555555,0.45,0.9,0.6,0.8595983982086182,0.5959622859954834,0.5959622859954834,"[1804, 1747, 1703, 1426, 706, 408, 362, 314, 289, 0]","[0, 289, 1701, 362, 1804, 1426, 1747, 408, 314]",2
32.2,HierarchyAware,LenLog_1_1_10_10_5_2000.csv,0,5.0,10,15,5,1,1,10,10,20,100.0,0.5857142857142857,0.5,1.0,0.6666666666666666,0.9709281921386719,0.5959622859954834,0.5959622859954834,"[1804, 1747, 1703, 1426, 706, 408, 362, 314, 289, 0]","[6, 286, 703, 1701, 361, 1803, 1421, 1746, 403, 312]",2
32.3,HierarchyAware,LenLog_1_1_10_10_5_2000.csv,0,5.0,10,20,10,1,1,10,6,10,60.0,0.6666666666666666,0.6,0.6,0.6,1.0186028480529785,0.5959622859954834,0.5959622859954834,"[1804, 1747, 1703, 1426, 706, 408, 362, 314, 289, 0]","[1701, 355, 1804, 1745, 406, 307]",1
32.4,HierarchyAware,LenLog_1_1_10_10_5_2000.csv,0,5.0,10,25,15,1,1,10,7,10,70.0,0.6904761904761905,0.7,0.7,0.7,1.3934130668640137,0.5959622859954834,0.5959622859954834,"[1804, 1747, 1703, 1426, 706, 408, 362, 314, 289, 0]","[3, 1701, 358, 1804, 1745, 400, 307]",1
32.5,HierarchyAware,LenLog_1_1_10_10_5_2000.csv,0,5.0,10,30,20,1,1,10,5,10,50.0,0.8800000000000001,0.5,0.5,0.5,1.3596746921539307,0.5959622859954834,0.5959622859954834,"[1804, 1747, 1703, 1426, 706, 408, 362, 314, 289, 0]","[0, 289, 358, 403, 314]",1
33.0,HierarchyAware,LenLog_1_1_10_20_10_2000.csv,0,10.0,20,5,-15,1,1,10,4,10,40.0,1.0,0.4,0.4,0.4000000000000001,0.7861113548278809,0.637484073638916,0.637484073638916,"[1975, 1820, 1731, 1172, 909, 886, 854, 458, 373, 145]","[458, 373, 886, 854]",1
33.1,HierarchyAware,LenLog_1_1_10_20_10_2000.csv,0,10.0,20,10,-10,1,1,10,7,10,70.0,1.0,0.7,0.7,0.7,0.8769950866699219,0.637484073638916,0.637484073638916,"[1975, 1820, 1731, 1172, 909, 886, 854, 458, 373, 145]","[1731, 458, 909, 373, 886, 854, 1820]",1
33.2,HierarchyAware,LenLog_1_1_10_20_10_2000.csv,0,10.0,20,15,-5,1,1,10,10,20,100.0,0.8,0.5,1.0,0.6666666666666666,1.0120165348052979,0.637484073638916,0.637484073638916,"[1975, 1820, 1731, 1172, 909, 886, 854, 458, 373, 145]","[1729, 458, 909, 143, 1172, 371, 886, 1973, 851, 1817]",2
33.3,HierarchyAware,LenLog_1_1_10_20_10_2000.csv,0,10.0,20,20,0,1,1,10,10,20,100.0,0.6799999999999999,0.5,1.0,0.6666666666666666,1.082787275314331,0.637484073638916,0.637484073638916,"[1975, 1820, 1731, 1172, 909, 886, 854, 458, 373, 145]","[1726, 458, 899, 143, 1171, 368, 886, 1970, 850, 1820]",2
33.4,HierarchyAware,LenLog_1_1_10_20_10_2000.csv,0,10.0,20,25,5,1,1,10,10,20,100.0,0.4583333333333333,0.5,1.0,0.6666666666666666,1.1679024696350098,0.637484073638916,0.637484073638916,"[1975, 1820, 1731, 1172, 909, 886, 854, 458, 373, 145]","[1727, 446, 903, 139, 1166, 366, 881, 1973, 849, 1808]",2
33.5,HierarchyAware,LenLog_1_1_10_20_10_2000.csv,0,10.0,20,30,10,1,1,10,8,20,80.0,0.30833333333333335,0.4,0.8,0.5333333333333333,1.2451469898223877,0.637484073638916,0.637484073638916,"[1975, 1820, 1731, 1172, 909, 886, 854, 458, 373, 145]","[1722, 449, 899, 131, 363, 899, 845, 1811]",2
34.0,HierarchyAware,LenLog_1_1_10_5_2-5_2000.csv,0,2.5,5,5,0,1,1,10,9,20,90.0,1.0,0.45,0.9,0.6,0.6990585327148438,0.5456290245056152,0.5456290245056152,"[1708, 1647, 1414, 1308, 1175, 1050, 938, 625, 535, 86]","[535, 1414, 938, 1708, 1647, 625, 1175, 1050, 1308]",2
34.1,HierarchyAware,LenLog_1_1_10_5_2-5_2000.csv,0,2.5,5,10,5,1,1,10,2,10,20.0,0.19999999999999996,0.2,0.2,0.20000000000000004,0.7693984508514404,0.5456290245056152,0.5456290245056152,"[1708, 1647, 1414, 1308, 1175, 1050, 938, 625, 535, 86]","[934, 1046]",1
34.2,HierarchyAware,LenLog_1_1_10_5_2-5_2000.csv,0,2.5,5,15,10,1,1,10,0,10,0.0,0.0,0.0,0.0,0.0,0.858088493347168,0.5456290245056152,0.5456290245056152,"[1708, 1647, 1414, 1308, 1175, 1050, 938, 625, 535, 86]",[],1
34.3,HierarchyAware,LenLog_1_1_10_5_2-5_2000.csv,0,2.5,5,20,15,1,1,10,1,10,10.0,0.4,0.1,0.1,0.10000000000000002,0.949272871017456,0.5456290245056152,0.5456290245056152,"[1708, 1647, 1414, 1308, 1175, 1050, 938, 625, 535, 86]",[1169],1
34.4,HierarchyAware,LenLog_1_1_10_5_2-5_2000.csv,0,2.5,5,25,20,1,1,10,1,10,10.0,0.0,0.1,0.1,0.10000000000000002,1.1345083713531494,0.5456290245056152,0.5456290245056152,"[1708, 1647, 1414, 1308, 1175, 1050, 938, 625, 535, 86]",[1659],1
34.5,HierarchyAware,LenLog_1_1_10_5_2-5_2000.csv,0,2.5,5,30,25,1,1,10,1,10,10.0,0.33333333333333337,0.1,0.1,0.10000000000000002,1.1457462310791016,0.5456290245056152,0.5456290245056152,"[1708, 1647, 1414, 1308, 1175, 1050, 938, 625, 535, 86]",[1657],1
35.0,HierarchyAware,LenLog_1_1_20_10_10_2000.csv,0,10.0,10,5,-5,1,1,20,19,30,95.0,1.0,0.6333333333333333,0.95,0.7599999999999999,0.7795250415802002,0.6180069446563721,0.6180069446563721,"[1858, 1780, 1657, 1647, 1598, 1540, 1521, 1472, 1228, 1158, 974, 804, 777, 658, 430, 349, 301, 115, 37, 11]","[1540, 1158, 777, 11, 658, 804, 37, 301, 430, 1598, 1472, 1858, 1228, 349, 1647, 1521, 115, 1780, 1657]",3
35.1,HierarchyAware,LenLog_1_1_20_10_10_2000.csv,0,10.0,10,10,0,1,1,20,19,30,95.0,1.0,0.6333333333333333,0.95,0.7599999999999999,0.8650164604187012,0.6180069446563721,0.6180069446563721,"[1858, 1780, 1657, 1647, 1598, 1540, 1521, 1472, 1228, 1158, 974, 804, 777, 658, 430, 349, 301, 115, 37, 11]","[1540, 1158, 777, 11, 658, 804, 37, 301, 430, 1598, 1472, 1858, 1228, 349, 1647, 1521, 115, 1780, 1657]",3
35.2,HierarchyAware,LenLog_1_1_20_10_10_2000.csv,0,10.0,10,15,5,1,1,20,20,30,100.0,0.8,0.6666666666666666,1.0,0.8,0.9882011413574219,0.6180069446563721,0.6180069446563721,"[1858, 1780, 1657, 1647, 1598, 1540, 1521, 1472, 1228, 1158, 974, 804, 777, 658, 430, 349, 301, 115, 37, 11]","[1540, 1158, 777, 10, 657, 801, 33, 300, 429, 1595, 1471, 1857, 1228, 979, 348, 1646, 1520, 111, 1780, 1657]",3
35.3,HierarchyAware,LenLog_1_1_20_10_10_2000.csv,0,10.0,10,20,10,1,1,20,20,30,100.0,0.585,0.6666666666666666,1.0,0.8,1.0917298793792725,0.6180069446563721,0.6180069446563721,"[1858, 1780, 1657, 1647, 1598, 1540, 1521, 1472, 1228, 1158, 974, 804, 777, 658, 430, 349, 301, 115, 37, 11]","[1535, 1158, 769, 1, 658, 794, 28, 301, 428, 1598, 1470, 1858, 1228, 966, 347, 1637, 1519, 105, 1780, 1652]",3
35.4,HierarchyAware,LenLog_1_1_20_10_10_2000.csv,0,10.0,10,25,15,1,1,20,19,30,95.0,0.6096491228070174,0.6333333333333333,0.95,0.7599999999999999,1.174630880355835,0.6180069446563721,0.6180069446563721,"[1858, 1780, 1657, 1647, 1598, 1540, 1521, 1472, 1228, 1158, 974, 804, 777, 658, 430, 349, 301, 115, 37, 11]","[1543, 1155, 771, 2, 655, 792, 298, 427, 1594, 1471, 1858, 1225, 973, 348, 1647, 1530, 103, 1774, 1647]",3
35.5,HierarchyAware,LenLog_1_1_20_10_10_2000.csv,0,10.0,10,30,20,1,1,20,20,30,100.0,0.56,0.6666666666666666,1.0,0.8,1.2828829288482666,0.6180069446563721,0.6180069446563721,"[1858, 1780, 1657, 1647, 1598, 1540, 1521, 1472, 1228, 1158, 974, 804, 777, 658, 430, 349, 301, 115, 37, 11]","[1538, 1151, 774, 0, 651, 801, 29, 300, 417, 1595, 1470, 1855, 1221, 983, 341, 1649, 1508, 104, 1791, 1649]",3
36.0,HierarchyAware,LenLog_1_1_20_5_5_2000.csv,0,5.0,5,5,0,1,1,20,19,30,95.0,1.0,0.6333333333333333,0.95,0.7599999999999999,0.7385914325714111,0.5955593585968018,0.5955593585968018,"[1756, 1668, 1424, 1405, 1228, 1220, 1213, 1062, 1052, 1035, 946, 823, 688, 641, 598, 482, 404, 333, 276, 30]","[641, 1668, 1035, 1424, 404, 276, 1052, 1062, 688, 946, 823, 1213, 1220, 1228, 333, 598, 1756, 482, 1405]",3
36.1,HierarchyAware,LenLog_1_1_20_5_5_2000.csv,0,5.0,5,10,5,1,1,20,4,10,20.0,0.15,0.4,0.2,0.26666666666666666,0.8300313949584961,0.5955593585968018,0.5955593585968018,"[1756, 1668, 1424, 1405, 1228, 1220, 1213, 1062, 1052, 1035, 946, 823, 688, 641, 598, 482, 404, 333, 276, 30]","[637, 409, 281, 595]",1
36.2,HierarchyAware,LenLog_1_1_20_5_5_2000.csv,0,5.0,5,15,10,1,1,20,6,10,30.0,0.7380952380952381,0.6,0.3,0.4,0.9083108901977539,0.5955593585968018,0.5955593585968018,"[1756, 1668, 1424, 1405, 1228, 1220, 1213, 1062, 1052, 1035, 946, 823, 688, 641, 598, 482, 404, 333, 276, 30]","[637, 1422, 404, 276, 686, 595]",1
36.3,HierarchyAware,LenLog_1_1_20_5_5_2000.csv,0,5.0,5,20,15,1,1,20,2,10,10.0,0.5,0.2,0.1,0.13333333333333333,0.9914522171020508,0.5955593585968018,0.5955593585968018,"[1756, 1668, 1424, 1405, 1228, 1220, 1213, 1062, 1052, 1035, 946, 823, 688, 641, 598, 482, 404, 333, 276, 30]","[399, 271]",1
36.4,HierarchyAware,LenLog_1_1_20_5_5_2000.csv,0,5.0,5,25,20,1,1,20,2,10,10.0,0.2916666666666667,0.2,0.1,0.13333333333333333,1.103874921798706,0.5955593585968018,0.5955593585968018,"[1756, 1668, 1424, 1405, 1228, 1220, 1213, 1062, 1052, 1035, 946, 823, 688, 641, 598, 482, 404, 333, 276, 30]","[1677, 1432]",1
36.5,HierarchyAware,LenLog_1_1_20_5_5_2000.csv,0,5.0,5,30,25,1,1,20,1,10,5.0,0.7333333333333334,0.1,0.05,0.06666666666666667,1.313765287399292,0.5955593585968018,0.5955593585968018,"[1756, 1668, 1424, 1405, 1228, 1220, 1213, 1062, 1052, 1035, 946, 823, 688, 641, 598, 482, 404, 333, 276, 30]",[1752],1
37.0,HierarchyAware,LenLog_1_20_1_10_10_5_2000.csv,20,5.0,10,5,-5,1,1,10,10,20,100.0,0.7,0.5,1.0,0.6666666666666666,1.5275959968566895,1.3847942352294922,1.3847942352294922,"[2003, 1951, 1723, 1688, 1565, 1205, 1171, 624, 562, 37]","[37, 624, 564, 2003, 1171, 1205, 1689, 1724, 1567, 1951]",2
37.1,HierarchyAware,LenLog_1_20_1_10_10_5_2000.csv,20,5.0,10,10,0,1,1,10,10,20,100.0,1.0,0.5,1.0,0.6666666666666666,1.6110332012176514,1.3847942352294922,1.3847942352294922,"[2003, 1951, 1723, 1688, 1565, 1205, 1171, 624, 562, 37]","[37, 624, 562, 2003, 1171, 1205, 1688, 1723, 1565, 1951]",2
37.2,HierarchyAware,LenLog_1_20_1_10_10_5_2000.csv,20,5.0,10,15,5,1,1,10,7,10,70.0,0.44897959183673464,0.7,0.7,0.7,1.728050708770752,1.3847942352294922,1.3847942352294922,"[2003, 1951, 1723, 1688, 1565, 1205, 1171, 624, 562, 37]","[38, 2003, 1166, 1683, 1717, 1560, 1956]",1
37.3,HierarchyAware,LenLog_1_20_1_10_10_5_2000.csv,20,5.0,10,20,10,1,1,10,4,10,40.0,0.4,0.4,0.4,0.4000000000000001,1.8776640892028809,1.3847942352294922,1.3847942352294922,"[2003, 1951, 1723, 1688, 1565, 1205, 1171, 624, 562, 37]","[1993, 1689, 1716, 1945]",1
37.4,HierarchyAware,LenLog_1_20_1_10_10_5_2000.csv,20,5.0,10,25,15,1,1,10,5,10,50.0,0.2,0.5,0.5,0.5,1.9646217823028564,1.3847942352294922,1.3847942352294922,"[2003, 1951, 1723, 1688, 1565, 1205, 1171, 624, 562, 37]","[46, 1991, 1682, 1712, 1941]",1
37.5,HierarchyAware,LenLog_1_20_1_10_10_5_2000.csv,20,5.0,10,30,20,1,1,10,7,10,70.0,0.6,0.7,0.7,0.7,2.0506784915924072,1.3847942352294922,1.3847942352294922,"[2003, 1951, 1723, 1688, 1565, 1205, 1171, 624, 562, 37]","[41, 1991, 1164, 1688, 1715, 1566, 1941]",1
38.0,HierarchyAware,LenLog_1_20_1_10_20_10_2000.csv,20,10.0,20,5,-15,1,1,10,2,10,20.0,0.0,0.2,0.2,0.20000000000000004,1.0763907432556152,0.9545719623565674,0.9545719623565674,"[1746, 1623, 1324, 899, 804, 543, 314, 256, 170, 115]","[1748, 1625]",1
38.1,HierarchyAware,LenLog_1_20_1_10_20_10_2000.csv,20,10.0,20,10,-10,1,1,10,4,10,40.0,0.5,0.4,0.4,0.4000000000000001,1.1712875366210938,0.9545719623565674,0.9545719623565674,"[1746, 1623, 1324, 899, 804, 543, 314, 256, 170, 115]","[259, 809, 1745, 1622]",1
38.2,HierarchyAware,LenLog_1_20_1_10_20_10_2000.csv,20,10.0,20,15,-5,1,1,10,3,10,30.0,0.6666666666666666,0.3,0.3,0.3,1.259880781173706,0.9545719623565674,0.9545719623565674,"[1746, 1623, 1324, 899, 804, 543, 314, 256, 170, 115]","[261, 1745, 1622]",1
38.3,HierarchyAware,LenLog_1_20_1_10_20_10_2000.csv,20,10.0,20,20,0,1,1,10,6,10,60.0,0.8166666666666668,0.6,0.6,0.6,1.467963695526123,0.9545719623565674,0.9545719623565674,"[1746, 1623, 1324, 899, 804, 543, 314, 256, 170, 115]","[259, 170, 1746, 123, 1623, 314]",1
38.4,HierarchyAware,LenLog_1_20_1_10_20_10_2000.csv,20,10.0,20,25,5,1,1,10,10,20,100.0,0.675,0.5,1.0,0.6666666666666666,1.5263457298278809,0.9545719623565674,0.9545719623565674,"[1746, 1623, 1324, 899, 804, 543, 314, 256, 170, 115]","[256, 907, 801, 169, 1328, 1741, 104, 1621, 311, 545]",2
38.5,HierarchyAware,LenLog_1_20_1_10_20_10_2000.csv,20,10.0,20,30,10,1,1,10,7,10,70.0,0.6761904761904762,0.7,0.7,0.7,1.5692989826202393,0.9545719623565674,0.9545719623565674,"[1746, 1623, 1324, 899, 804, 543, 314, 256, 170, 115]","[254, 898, 803, 170, 1732, 100, 313]",1
